Estado,Año,Codigo,Concepto,Aprobado,Devengado,Observaciones
Oaxaca,2022,EAO2,Fondo Minero,0,0,x
Oaxaca,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",2622856180,2694242709,x
Oaxaca,2022,EAQ,Otras Transferencias Federales Etiquetadas,1,52381827,x
Oaxaca,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,53185382638,55939856565,x
Oaxaca,2022,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,1336606778,x
Oaxaca,2022,EAR1,Ingresos Derivados de Financiamientos,0,1336606778,x
Oaxaca,2022,EATOTAL,TOTAL DE LOS INGRESOS,83808199057,92798576283,x
Puebla,2022,EAA,Impuestos,5560249195,5957555827,x
Puebla,2022,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Puebla,2022,EAC,Contribuciones de Mejoras,0,0,x
Puebla,2022,EAD,Derechos,2339235978,2896900215,x
Puebla,2022,EAE,Productos,43595702,759143585.7,x
Puebla,2022,EAF,Aprovechamientos,213955917,257110058,x
Puebla,2022,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Puebla,2022,EAH,Participaciones,43351759077,44095170857,x
Puebla,2022,EAH1,Fondo General de Participaciones,34018181209,34525122310,x
Puebla,2022,EAH2,Fondo de Fomento Municipal,1680725180,1718421020,x
Puebla,2022,EAH3,Fondo de Fiscalización y Recaudación,1689557802,1923909485,x
Puebla,2022,EAH4,Fondo de Compensación,446906011,353172947,x
Puebla,2022,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Puebla,2022,EAH6,Impuesto Especial Sobre Producción y Servicios,662337851,596982197,x
Puebla,2022,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Puebla,2022,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Puebla,2022,EAH9,Gasolinas y Diésel,880921323,606457634,x
Puebla,2022,EAH10,Fondo de Impuesto Sobre la Renta,3973129701,4352453773,x
Puebla,2022,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,18651490.8,x
Puebla,2022,EAI,Incentivos Derivados de la Colaboración Fiscal,1211115166,2002816979,x
Puebla,2022,EAI1,Tenencia o Uso de Vehículos,153610,397403,x
Puebla,2022,EAI2,Fondo de Compensación ISAN,131547918,131547924,x
Puebla,2022,EAI3,Impuesto Sobre Automóviles Nuevos,514606595,684318843,x
Puebla,2022,EAI4,Fondo de Compensación de Repecos-Intermedios,35470544,36152340,x
Puebla,2022,EAI5,Otros Incentivos Económicos,529336499,1150400469,x
Puebla,2022,EAJ,Transferencias,0,0,x
Puebla,2022,EAK,Convenios,0,61450019.51,x
Puebla,2022,EAK1,Otros Convenios y Subsidios,0,61450019.51,x
Puebla,2022,EAL,Otros Ingresos de Libre Disposición ,0,1158172391,x
Puebla,2022,EAL1,Participaciones en Ingresos Locales,0,0,x
Puebla,2022,EAL2,Otros Ingresos en Libre Disposición,0,1158172391,x
Puebla,2022,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,52719911035,57188319932,x
Puebla,2022,EAM,Aportaciones,40751658482,42525558619,x
Puebla,2022,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,19505407048,20456840834,x
Puebla,2022,EAM2,Fondo de Aportaciones para los servicios de Salud,4558061558,4634769320,x
Puebla,2022,EAM3,Fondo de Aportaciones para la infraestructura Social,6487185912,7134556342,x
Puebla,2022,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,4924398246,4923992802,x
Puebla,2022,EAM5,Fondo de Aportaciones Múltiples,1662364932,1628345914,x
Puebla,2022,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,340407252,351674614.5,x
Puebla,2022,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,261325667,261064342,x
Puebla,2022,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,3012507867,3134314451,x
Puebla,2022,EAN,Convenios,10530909177,10422723653,x
Puebla,2022,EAN1,Convenios de Protección Social en Salud,4782380571,4126740886,x
Puebla,2022,EAN2,Convenios de Descentralización,0,0,x
Puebla,2022,EAN3,Convenios de Reasignación,0,0,x
Puebla,2022,EAN4,Otros Convenios y Subsidios,5748528606,6295982767,x
Puebla,2022,EAO,Fondos Distintos de Aportaciones ,91906992,90982812.04,x
Puebla,2022,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,91906992,90982812.04,x
Puebla,2022,EAO2,Fondo Minero,0,0,x
Puebla,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Puebla,2022,EAQ,Otras Transferencias Federales Etiquetadas,0,31372547.47,x
Puebla,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,51374474651,53070637631,x
Puebla,2022,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Puebla,2022,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Puebla,2022,EATOTAL,TOTAL DE LOS INGRESOS,1.04094E+11,1.10259E+11,x
Queretaro,2022,EAA,Impuestos,4531925969,5074478131,x
Queretaro,2022,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Queretaro,2022,EAC,Contribuciones de Mejoras,0,0,x
Queretaro,2022,EAD,Derechos,2641822228,3171241259,x
Queretaro,2022,EAE,Productos,230381463,504282761,x
Queretaro,2022,EAF,Aprovechamientos,185066583,288493551,x
Queretaro,2022,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Queretaro,2022,EAH,Participaciones,17402750927,18159145095,x
Queretaro,2022,EAH1,Fondo General de Participaciones,13015693922,13789708557,x
Queretaro,2022,EAH2,Fondo de Fomento Municipal,743347307,892648042,x
Queretaro,2022,EAH3,Fondo de Fiscalización y Recaudación,1018107244,893497363,x
Queretaro,2022,EAH4,Fondo de Compensación,0,0,x
Queretaro,2022,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Queretaro,2022,EAH6,Impuesto Especial Sobre Producción y Servicios,355344976,360396579,x
Queretaro,2022,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Queretaro,2022,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Queretaro,2022,EAH9,Gasolinas y Diésel,326949163,329803955,x
Queretaro,2022,EAH10,Fondo de Impuesto Sobre la Renta,1943308315,1861482310,x
Queretaro,2022,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,31608289,x
Queretaro,2022,EAI,Incentivos Derivados de la Colaboración Fiscal,1129011577,1972815877,x
Queretaro,2022,EAI1,Tenencia o Uso de Vehículos,0,182788,x
Queretaro,2022,EAI2,Fondo de Compensación ISAN,42611278,42611280,x
Queretaro,2022,EAI3,Impuesto Sobre Automóviles Nuevos,236856903,341844291,x
Queretaro,2022,EAI4,Fondo de Compensación de Repecos-Intermedios,27265901,32253160,x
Queretaro,2022,EAI5,Otros Incentivos Económicos,822277495,1555924358,x
Queretaro,2022,EAJ,Transferencias,0,0,x
Queretaro,2022,EAK,Convenios,0,0,x
Queretaro,2022,EAK1,Otros Convenios y Subsidios,0,0,x
Queretaro,2022,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Queretaro,2022,EAL1,Participaciones en Ingresos Locales,0,0,x
Queretaro,2022,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Queretaro,2022,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,26120958747,29170456674,x
Queretaro,2022,EAM,Aportaciones,13902768330,14353935605,x
Queretaro,2022,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,7460316558,7850387074,x
Queretaro,2022,EAM2,Fondo de Aportaciones para los servicios de Salud,2259914454,2279913381,x
Queretaro,2022,EAM3,Fondo de Aportaciones para la infraestructura Social,982326495,897682420,x
Queretaro,2022,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,1794839732,1800585085,x
Queretaro,2022,EAM5,Fondo de Aportaciones Múltiples,456640519,550665385,x
Queretaro,2022,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,62858637,64678918,x
Queretaro,2022,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,212706941,210566610,x
Queretaro,2022,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,673164994,699456732,x
Queretaro,2022,EAN,Convenios,3245013612,3896812667,x
Queretaro,2022,EAN1,Convenios de Protección Social en Salud,0,0,x
Queretaro,2022,EAN2,Convenios de Descentralización,0,0,x
Queretaro,2022,EAN3,Convenios de Reasignación,0,0,x
Queretaro,2022,EAN4,Otros Convenios y Subsidios,3245013612,3896812667,x
Queretaro,2022,EAO,Fondos Distintos de Aportaciones ,0,0,x
Queretaro,2022,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Queretaro,2022,EAO2,Fondo Minero,0,0,x
Queretaro,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Queretaro,2022,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Queretaro,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,17147781942,18250748272,x
Queretaro,2022,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Queretaro,2022,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Queretaro,2022,EATOTAL,TOTAL DE LOS INGRESOS,43268740689,47421204946,x
Quintana Roo,2022,EAA,Impuestos,3943136358,5357919369,x
Quintana Roo,2022,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Quintana Roo,2022,EAC,Contribuciones de Mejoras,0,0,x
Quintana Roo,2022,EAD,Derechos,1417566325,1707481341,x
Quintana Roo,2022,EAE,Productos,51267346,81541972,x
Quintana Roo,2022,EAF,Aprovechamientos,363113617,1227053177,x
Quintana Roo,2022,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
Quintana Roo,2022,EAH,Participaciones,12695696847,12480178113,x
Quintana Roo,2022,EAH1,Fondo General de Participaciones,9901620434,9145378644,x
Quintana Roo,2022,EAH2,Fondo de Fomento Municipal,506393062,545754721,x
Quintana Roo,2022,EAH3,Fondo de Fiscalización y Recaudación,633675842,720192492,x
Quintana Roo,2022,EAH4,Fondo de Compensación,0,0,x
Quintana Roo,2022,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Quintana Roo,2022,EAH6,Impuesto Especial Sobre Producción y Servicios,281932685,422745536,x
Quintana Roo,2022,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Quintana Roo,2022,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Quintana Roo,2022,EAH9,Gasolinas y Diésel,398465228,426313556,x
Quintana Roo,2022,EAH10,Fondo de Impuesto Sobre la Renta,973609596,1197749907,x
Quintana Roo,2022,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,22043257,x
Quintana Roo,2022,EAI,Incentivos Derivados de la Colaboración Fiscal,1381213542,1811380553,x
Quintana Roo,2022,EAI1,Tenencia o Uso de Vehículos,0,150090,x
Quintana Roo,2022,EAI2,Fondo de Compensación ISAN,64087220,64087224,x
Quintana Roo,2022,EAI3,Impuesto Sobre Automóviles Nuevos,260470078,276030791,x
Quintana Roo,2022,EAI4,Fondo de Compensación de Repecos-Intermedios,28942710,27323723,x
Quintana Roo,2022,EAI5,Otros Incentivos Económicos,1027713534,1443788725,x
Quintana Roo,2022,EAJ,Transferencias,0,0,x
Quintana Roo,2022,EAK,Convenios,0,0,x
Quintana Roo,2022,EAK1,Otros Convenios y Subsidios,0,0,x
Quintana Roo,2022,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Quintana Roo,2022,EAL1,Participaciones en Ingresos Locales,0,0,x
Quintana Roo,2022,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Quintana Roo,2022,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,19851994035,22665554525,x
Quintana Roo,2022,EAM,Aportaciones,12392457650,13218685971,x
Quintana Roo,2022,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,6370977067,6689643635,x
Quintana Roo,2022,EAM2,Fondo de Aportaciones para los servicios de Salud,2085751656,2104295503,x
Quintana Roo,2022,EAM3,Fondo de Aportaciones para la infraestructura Social,1013367569,1252344824,x
Quintana Roo,2022,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,1400199994,1401747623,x
Quintana Roo,2022,EAM5,Fondo de Aportaciones Múltiples,649735234,808643313,x
Quintana Roo,2022,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,171932333,177624188,x
Quintana Roo,2022,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,200289549,200289550,x
Quintana Roo,2022,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,500204248,584097335,x
Quintana Roo,2022,EAN,Convenios,2366760136,2929620006,x
Quintana Roo,2022,EAN1,Convenios de Protección Social en Salud,0,0,x
Quintana Roo,2022,EAN2,Convenios de Descentralización,0,0,x
Quintana Roo,2022,EAN3,Convenios de Reasignación,0,0,x
Quintana Roo,2022,EAN4,Otros Convenios y Subsidios,2366760136,2929620006,x
Quintana Roo,2022,EAO,Fondos Distintos de Aportaciones ,0,0,x
Quintana Roo,2022,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Quintana Roo,2022,EAO2,Fondo Minero,0,0,x
Quintana Roo,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
Quintana Roo,2022,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Quintana Roo,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,14759217786,16148305977,x
Quintana Roo,2022,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,2684303707,x
Quintana Roo,2022,EAR1,Ingresos Derivados de Financiamientos,0,2025696293,x
Quintana Roo,2022,EATOTAL,TOTAL DE LOS INGRESOS,34611211821,40839556795,x
San Luis Potosi,2022,EAA,Impuestos,2600942112,2733982715,x
San Luis Potosi,2022,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
San Luis Potosi,2022,EAC,Contribuciones de Mejoras,0,0,x
San Luis Potosi,2022,EAD,Derechos,1117508350,1567711407,x
San Luis Potosi,2022,EAE,Productos,852010757,722176939,x
San Luis Potosi,2022,EAF,Aprovechamientos,105500816,95535593,x
San Luis Potosi,2022,EAG,Ingresos por Ventas de Bienes y Servicios,0,0,x
San Luis Potosi,2022,EAH,Participaciones,20722969941,20818868595,x
San Luis Potosi,2022,EAH1,Fondo General de Participaciones,15034090988,15681498479,x
San Luis Potosi,2022,EAH2,Fondo de Fomento Municipal,888261460,900414956,x
San Luis Potosi,2022,EAH3,Fondo de Fiscalización y Recaudación,1044442837,990439012,x
San Luis Potosi,2022,EAH4,Fondo de Compensación,0,0,x
San Luis Potosi,2022,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
San Luis Potosi,2022,EAH6,Impuesto Especial Sobre Producción y Servicios,268671878,313553447,x
San Luis Potosi,2022,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
San Luis Potosi,2022,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
San Luis Potosi,2022,EAH9,Gasolinas y Diésel,535056864,368856326,x
San Luis Potosi,2022,EAH10,Fondo de Impuesto Sobre la Renta,2952445914,2594052527,x
San Luis Potosi,2022,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,-29946152,x
San Luis Potosi,2022,EAI,Incentivos Derivados de la Colaboración Fiscal,292822442,401955256,x
San Luis Potosi,2022,EAI1,Tenencia o Uso de Vehículos,321,1739,x
San Luis Potosi,2022,EAI2,Fondo de Compensación ISAN,0,0,x
San Luis Potosi,2022,EAI3,Impuesto Sobre Automóviles Nuevos,251826474,368254536,x
San Luis Potosi,2022,EAI4,Fondo de Compensación de Repecos-Intermedios,40995647,33698981,x
San Luis Potosi,2022,EAI5,Otros Incentivos Económicos,0,0,x
San Luis Potosi,2022,EAJ,Transferencias,0,0,x
San Luis Potosi,2022,EAK,Convenios,389552612,877728590,x
San Luis Potosi,2022,EAK1,Otros Convenios y Subsidios,389552612,877728590,x
San Luis Potosi,2022,EAL,Otros Ingresos de Libre Disposición ,0,0,x
San Luis Potosi,2022,EAL1,Participaciones en Ingresos Locales,0,0,x
San Luis Potosi,2022,EAL2,Otros Ingresos en Libre Disposición,0,0,x
San Luis Potosi,2022,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,26081307030,27217959095,x
San Luis Potosi,2022,EAM,Aportaciones,21578434671,22815307266,x
San Luis Potosi,2022,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,12713662913,13581168428,x
San Luis Potosi,2022,EAM2,Fondo de Aportaciones para los servicios de Salud,2355831773,2371635640,x
San Luis Potosi,2022,EAM3,Fondo de Aportaciones para la infraestructura Social,2684133751,2742488238,x
San Luis Potosi,2022,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2106152000,2105054556,x
San Luis Potosi,2022,EAM5,Fondo de Aportaciones Múltiples,333038340,614482284,x
San Luis Potosi,2022,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,188891769,195105692,x
San Luis Potosi,2022,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,200301288,207912737,x
San Luis Potosi,2022,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,996422837,997459691,x
San Luis Potosi,2022,EAN,Convenios,5332909740,4791165116,x
San Luis Potosi,2022,EAN1,Convenios de Protección Social en Salud,1454945028,1492874213,x
San Luis Potosi,2022,EAN2,Convenios de Descentralización,2205431689,3179810429,x
San Luis Potosi,2022,EAN3,Convenios de Reasignación,0,0,x
San Luis Potosi,2022,EAN4,Otros Convenios y Subsidios,1672533023,118480474,x
San Luis Potosi,2022,EAO,Fondos Distintos de Aportaciones ,0,107772438,x
San Luis Potosi,2022,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,107772438,x
San Luis Potosi,2022,EAO2,Fondo Minero,0,0,x
San Luis Potosi,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,0,x
San Luis Potosi,2022,EAQ,Otras Transferencias Federales Etiquetadas,129238669,543601179,x
San Luis Potosi,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,27040583080,28257845999,x
San Luis Potosi,2022,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
San Luis Potosi,2022,EAR1,Ingresos Derivados de Financiamientos,0,0,x
San Luis Potosi,2022,EATOTAL,TOTAL DE LOS INGRESOS,53121890110,55475805094,x
Sinaloa,2022,EAA,Impuestos,2845521660,3263317892,x
Sinaloa,2022,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Sinaloa,2022,EAC,Contribuciones de Mejoras,0,0,x
Sinaloa,2022,EAD,Derechos,4249249686,4273435037,x
Sinaloa,2022,EAE,Productos,57269172,86617061,x
Sinaloa,2022,EAF,Aprovechamientos,25300486,50607410,x
Sinaloa,2022,EAG,Ingresos por Ventas de Bienes y Servicios,91652738,118248825,x
Sinaloa,2022,EAH,Participaciones,21590602408,24218895688,x
Sinaloa,2022,EAH1,Fondo General de Participaciones,16608458056,18380453871,x
Sinaloa,2022,EAH2,Fondo de Fomento Municipal,802332253,910065590,x
Sinaloa,2022,EAH3,Fondo de Fiscalización y Recaudación,1849520735,1927264710,x
Sinaloa,2022,EAH4,Fondo de Compensación,0,0,x
Sinaloa,2022,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Sinaloa,2022,EAH6,Impuesto Especial Sobre Producción y Servicios,330132000,517037667,x
Sinaloa,2022,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Sinaloa,2022,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Sinaloa,2022,EAH9,Gasolinas y Diésel,602658818,710600624,x
Sinaloa,2022,EAH10,Fondo de Impuesto Sobre la Renta,1397500546,1730088000,x
Sinaloa,2022,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,43385226,x
Sinaloa,2022,EAI,Incentivos Derivados de la Colaboración Fiscal,1073423517,1420365177,x
Sinaloa,2022,EAI1,Tenencia o Uso de Vehículos,0,90602,x
Sinaloa,2022,EAI2,Fondo de Compensación ISAN,81502547,81502548,x
Sinaloa,2022,EAI3,Impuesto Sobre Automóviles Nuevos,381328180,570445650,x
Sinaloa,2022,EAI4,Fondo de Compensación de Repecos-Intermedios,61416758,58891076,x
Sinaloa,2022,EAI5,Otros Incentivos Económicos,549176032,709435301,x
Sinaloa,2022,EAJ,Transferencias,0,0,x
Sinaloa,2022,EAK,Convenios,0,0,x
Sinaloa,2022,EAK1,Otros Convenios y Subsidios,0,0,x
Sinaloa,2022,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Sinaloa,2022,EAL1,Participaciones en Ingresos Locales,0,0,x
Sinaloa,2022,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Sinaloa,2022,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,29933019667,33431487090,x
Sinaloa,2022,EAM,Aportaciones,21267205807,22169558599,x
Sinaloa,2022,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,11929455322,12839622488,x
Sinaloa,2022,EAM2,Fondo de Aportaciones para los servicios de Salud,3265816077,3307637002,x
Sinaloa,2022,EAM3,Fondo de Aportaciones para la infraestructura Social,1211492619,1198168026,x
Sinaloa,2022,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2256687227,2260943403,x
Sinaloa,2022,EAM5,Fondo de Aportaciones Múltiples,783046531,738793302,x
Sinaloa,2022,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,360694906,372490773,x
Sinaloa,2022,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,224027426,224251678,x
Sinaloa,2022,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1235985699,1227651927,x
Sinaloa,2022,EAN,Convenios,6938933847,4355916653,x
Sinaloa,2022,EAN1,Convenios de Protección Social en Salud,0,760493206,x
Sinaloa,2022,EAN2,Convenios de Descentralización,0,0,x
Sinaloa,2022,EAN3,Convenios de Reasignación,0,0,x
Sinaloa,2022,EAN4,Otros Convenios y Subsidios,6938933847,3595423447,x
Sinaloa,2022,EAO,Fondos Distintos de Aportaciones ,0,0,x
Sinaloa,2022,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Sinaloa,2022,EAO2,Fondo Minero,0,0,x
Sinaloa,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0,6129222010,x
Sinaloa,2022,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Sinaloa,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,28206139654,32654697262,x
Sinaloa,2022,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0,0,x
Sinaloa,2022,EAR1,Ingresos Derivados de Financiamientos,0,0,x
Sinaloa,2022,EATOTAL,TOTAL DE LOS INGRESOS,58139159321,66086184352,x
Sonora,2022,EAA,Impuestos,4420105743,5113597307,x
Sonora,2022,EAB,Cuotas y Aportaciones de Seguridad Social,0,0,x
Sonora,2022,EAC,Contribuciones de Mejoras,1,9676006,x
Sonora,2022,EAD,Derechos,2501582299,2803704607,x
Sonora,2022,EAE,Productos,7762017,116731736.2,x
Sonora,2022,EAF,Aprovechamientos,242424999,174274257.8,x
Sonora,2022,EAG,Ingresos por Ventas de Bienes y Servicios,9903000,3367867.48,x
Sonora,2022,EAH,Participaciones,25217013098,27522277952,x
Sonora,2022,EAH1,Fondo General de Participaciones,17407461306,19054154523,x
Sonora,2022,EAH2,Fondo de Fomento Municipal,589489588,661072688,x
Sonora,2022,EAH3,Fondo de Fiscalización y Recaudación,4375935255,4150952536,x
Sonora,2022,EAH4,Fondo de Compensación,0,0,x
Sonora,2022,EAH5,Fondo de Extracción de hidrocarburos,0,0,x
Sonora,2022,EAH6,Impuesto Especial Sobre Producción y Servicios,392051791,559287385,x
Sonora,2022,EAH7,0.136% de la Recaudación Federal Participable,0,0,x
Sonora,2022,EAH8,3.17% Sobre Extracción de Petroleo,0,0,x
Sonora,2022,EAH9,Gasolinas y Diésel,942177415,873591271,x
Sonora,2022,EAH10,Fondo de Impuesto Sobre la Renta,1509897743,2223219549,x
Sonora,2022,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0,0,x
Sonora,2022,EAI,Incentivos Derivados de la Colaboración Fiscal,1508812944,1190520572,x
Sonora,2022,EAI1,Tenencia o Uso de Vehículos,0,0,x
Sonora,2022,EAI2,Fondo de Compensación ISAN,79574421,79574424,x
Sonora,2022,EAI3,Impuesto Sobre Automóviles Nuevos,315406103,462016361,x
Sonora,2022,EAI4,Fondo de Compensación de Repecos-Intermedios,28676265,37766977,x
Sonora,2022,EAI5,Otros Incentivos Económicos,1085156155,611162810,x
Sonora,2022,EAJ,Transferencias,9626856193,10636837323,x
Sonora,2022,EAK,Convenios,0,0,x
Sonora,2022,EAK1,Otros Convenios y Subsidios,0,0,x
Sonora,2022,EAL,Otros Ingresos de Libre Disposición ,0,0,x
Sonora,2022,EAL1,Participaciones en Ingresos Locales,0,0,x
Sonora,2022,EAL2,Otros Ingresos en Libre Disposición,0,0,x
Sonora,2022,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,43534460294,47570987628,x
Sonora,2022,EAM,Aportaciones,18347862388,18836229899,x
Sonora,2022,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,9703086340,10187377414,x
Sonora,2022,EAM2,Fondo de Aportaciones para los servicios de Salud,3098383542,3111960596,x
Sonora,2022,EAM3,Fondo de Aportaciones para la infraestructura Social,906700264,954074891.7,x
Sonora,2022,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2199911506,2196538864,x
Sonora,2022,EAM5,Fondo de Aportaciones Múltiples,792123636,742648132.9,x
Sonora,2022,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,351363189,363719057.8,x
Sonora,2022,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,280094981,279912824.8,x
Sonora,2022,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1016198930,999998117.6,x
Sonora,2022,EAN,Convenios,3864514197,6717628545,x
Sonora,2022,EAN1,Convenios de Protección Social en Salud,3864514197,0,x
Sonora,2022,EAN2,Convenios de Descentralización,0,6717628545,x
Sonora,2022,EAN3,Convenios de Reasignación,0,0,x
Sonora,2022,EAN4,Otros Convenios y Subsidios,0,0,x
Sonora,2022,EAO,Fondos Distintos de Aportaciones ,76675000,17813394.54,x
Sonora,2022,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0,0,x
Sonora,2022,EAO2,Fondo Minero,76675000,17813394.54,x
Sonora,2022,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",1117705079,1446768860,x
Sonora,2022,EAQ,Otras Transferencias Federales Etiquetadas,0,0,x
Sonora,2022,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,23406756664,27018440699,x
