Estado,Año,Código,Dependencia,Aprobado,Devengado,Observaciones
San Luis Potosi,2018,CA28,C.E.C.U.R.T. II,60399990.43,61841261.74,x
San Luis Potosi,2018,CA29,JUNTA ESTATAL DE CAMINOS,153872557.90,335777304.66,x
San Luis Potosi,2018,CA30,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE SAN LUIS POTOSÍ,710476816.62,798709513.90,x
San Luis Potosi,2018,CA31,CENTRO DE CONVENCIONES DE SAN LUIS POTOSI,51566546.98,52697922.00,x
San Luis Potosi,2018,CA32,INSTITUTO REGISTRAL Y CATASTRAL DEL ESTADO DE SAN LUIS POTOSI,13131158.05,14183024.79,x
San Luis Potosi,2018,CA33,ARCHIVO HISTÓRICO DEL ESTADO LIC. ANTONIO ROCHA,18698589.03,17454351.89,x
San Luis Potosi,2018,CA34,COMISIÓN ESTATAL DEL AGUA,646211221.45,1129861992.52,x
San Luis Potosi,2018,CA35,PATRONATO DE LA FERIA NACIONAL POTOSINA,0.00,0.00,x
San Luis Potosi,2018,CA36,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DEL ESTADO DE SAN LUÍS POTOSÍ,1623312304.00,1639958946.39,x
San Luis Potosi,2018,CA37,AGENCIA PRO SAN LUIS,6500141.87,5265359.00,x
San Luis Potosi,2018,CA38,SECRETARIADO EJECUTIVO DEL SISTEMA  ANTICORRUPCIÓN,0.00,0.00,x
San Luis Potosi,2018,CA39,COORDINACIÓN ESTATAL PARA EL FORTALECIMIENTO INSTITUCIONAL DE LOS MUNICIPIOS,24612810.11,27960433.66,x
San Luis Potosi,2018,CA40,CONSEJO ESTATAL DE POBLACIÓN,13463035.73,14119173.65,x
San Luis Potosi,2018,CA41,INSTITUTO POTOSINO DE CULTURA FÍSICA Y DEPORTE,86155680.78,121594151.07,x
San Luis Potosi,2018,CA42,CONSEJO POTOSINO DE CIENCIA Y TECNOLOGÍA,14112923.00,10672923.00,x
San Luis Potosi,2018,CA43,PROMOTORA DEL ESTADO DE SAN LUIS POTOSÍ,20256101.10,34101693.66,x
San Luis Potosi,2018,CA44,INSTITUTO ESTATAL DE INFRAESTRUCTURA FÍSICA EDUCATIVA,47383308.00,76791302.92,x
San Luis Potosi,2018,CA45,"INSTITUTO DE LAS MUJERES, DEL ESTADO DE SAN LUIS POTOSI",28551387.95,37262964.29,x
San Luis Potosi,2018,CA46,SERVICIOS DE SALUD DE SAN LUIS POTOSÍ,2803926288.93,3500245445.98,x
San Luis Potosi,2018,CA47,TRIBUNAL ESTATAL DE JUSTICIA ADMINISTRATIVA DE SAN LUIS POTOSÍ,42637299.75,62020931.67,x
San Luis Potosi,2018,CA48,INSTITUTO POTOSINO DE LA JUVENTUD,12593705.62,16720540.21,x
San Luis Potosi,2018,CA49,INSTITUTO ESTATAL DE CIEGOS,4311767.95,4429664.50,x
San Luis Potosi,2018,CA50,INSTITUTO DE DESARROLLO HUMANO Y SOCIAL DE LOS PUEBLOS INDIGENAS,15443883.00,62067164.16,x
San Luis Potosi,2018,CA51,COMISIÓN EJECUTIVA ESTATAL DE ATENCIÓN A VICTIMAS,33790294.01,33678761.21,x
San Luis Potosi,2018,CA52,INSTITUTO DE VIVIENDA DEL ESTADO,71812720.04,113885170.36,x
San Luis Potosi,2018,CA53,FONDO TURÍSTICO,22755444.50,51536223.27,x
San Luis Potosi,2018,CA54,"CENTRO DE PRODUCCION SANTA RITA, S.A. DE C.V.",0.00,0.00,x
San Luis Potosi,2018,CA55,CENTRO DE JUSTICIA PARA MUJERES DEL ESTADO DE SAN LUIS POTOSÍ,3043600.00,21270742.59,x
San Luis Potosi,2018,CA56,INSTITUTO DE TELEVISIÓN PÚBLICA DE SAN LUIS POTOSÍ XHSLS CANAL 9,0.00,9208178.06,x
San Luis Potosi,2018,CA57,CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE SAN LUIS POTOSÍ,0.00,0.00,x
San Luis Potosi,2018,CA58,OFICINA ESTATAL DE RELACIONES EXTERIORES,0.00,0.00,x
San Luis Potosi,2018,CA59,INSTITUTO NACIONAL DE LAS PERSONAS ADULTAS MAYORES,337736.00,0.00,x
San Luis Potosi,2018,CA60,UNIVERSIDAD INTERCULTURAL,46875004.00,50382912.00,x
San Luis Potosi,2018,CA61,UNIVERSIDAD TECNOLÓGICA METROPOLITANA DE SAN LUIS POTOSÍ,0.00,7172543.00,x
San Luis Potosi,2018,CA62,CENTRO ESTATAL DE TRANSPLANTES,0.00,0.00,x
San Luis Potosi,2018,CA63,CONSEJO CONSULTIVO DEL CENTRO HISTÓRICO,411652.89,308740.89,x
San Luis Potosi,2018,CA64,MUSEO CASA DEL REBOZO,0.00,0.00,x
San Luis Potosi,2018,CA65,ASILO PARA ANCIANOS DR. NICOLÁS AGUILAR,38178592.00,41529934.02,x
San Luis Potosi,2018,CA66,CENTRO DE ASISTENCIA SOCIAL ROSARIO CASTELLANOS,12631298.00,12689148.00,x
San Luis Potosi,2018,CA67,COLEGIO DE BACHILLERES,747555578.95,990738305.63,x
San Luis Potosi,2018,CA68,CENTRO DE ASISTENCIA SOCIAL RAFAEL NIETO,17034718.00,18194370.16,x
San Luis Potosi,2018,CA69,CASA CUNA MARGARITA MAZA DE JUÁREZ,23839338.00,25720562.34,x
San Luis Potosi,2018,CA70,"INSTITUTO TEMAZCALLI, PREVENCIÓN Y REHABILITACIÓN",45761737.00,51582856.13,x
San Luis Potosi,2018,CA71,SISTEMA DE FINANCIAMIENTO PARA EL DESARROLLO DEL ESTADO DE SAN LUIS POTOSÍ,43867806.36,47873016.92,x
San Luis Potosi,2018,CA72,INSTITUTO POTOSINO DE BELLAS ARTES,29178891.00,36458743.50,x
San Luis Potosi,2018,CA73,MUSEO DEL VIRREINATO,5153640.12,5874923.02,x
San Luis Potosi,2018,CA74,INSTITUTO ESTATAL DE EDUCACIÓN PARA ADULTOS,69126871.04,133372765.04,x
San Luis Potosi,2018,CA75,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE SAN LUIS POTOSÍ,115386996.03,116486832.60,x
San Luis Potosi,2018,CA76,INSTITUTO TECNOLÓGICO SUPERIOR DE EBANO,12859038.77,7837665.40,x
San Luis Potosi,2018,CA77,INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE SAN LUIS POTOSÍ,64314455.99,73745691.43,x
San Luis Potosi,2018,CA78,INSTITUTO TECNOLÓGICO DE TAMAZUNCHALE,40047634.50,23035870.00,x
San Luis Potosi,2018,CA79,UNIVERSIDAD TECNOLÓGICA,64702516.90,43798011.00,x
San Luis Potosi,2018,CA80,CENTRO CULTURAL REAL DE CATORCE,1762227.87,1594178.56,x
San Luis Potosi,2018,CA81,MUSEO DEL FERROCARRIL,7004223.33,7463677.42,x
San Luis Potosi,2018,CA82,MUSEO DE ARTE CONTEMPORÁNEO,5038181.46,4791406.00,x
San Luis Potosi,2018,CA83,MUSEO LABERINTO DE LAS CIENCIAS Y LAS ARTES,41129766.98,44351081.65,x
San Luis Potosi,2018,CA84,CENTRO DE LAS ARTES DE SAN LUIS POTOSÍ,39242580.13,42373781.77,x
San Luis Potosi,2018,CA85,MUSEO FRANCISCO COSSÍO,21329603.20,21272768.66,x
San Luis Potosi,2018,CA86,"MUSEO FEDERICO SILVA, ESCULTURA CONTEMPORÁNEA",7567123.85,7335806.94,x
San Luis Potosi,2018,CA87,CINETECA ALAMEDA,6140058.61,7740296.60,x
San Luis Potosi,2018,CA88,MUSEO NACIONAL DE LA MASCARA,7207128.56,8746093.59,x
San Luis Potosi,2018,CA89,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS (CECYTE),199217734.18,235120656.92,x
San Luis Potosi,2018,CA90,INSTITUTO TECNOLÓGICO SUPERIOR DE RIOVERDE,29815361.21,26317362.42,x
San Luis Potosi,2018,CA91,UNIVERSIDAD POLITÉCNICA DE SAN LUIS POTOSÍ,136290175.52,94385135.00,x
San Luis Potosi,2018,CA92,COLEGIO DE SAN LUIS,117880737.00,5820564.00,x
San Luis Potosi,2018,CA93,INSTITUTO TECNOLÓGICO SUPERIOR DE SAN LUIS POTOSÍ,40517311.02,29964424.92,x
San Luis Potosi,2018,CA94,FERIA NACIONAL POTOSINA (FENAPO),0.00,62174566.11,x
San Luis Potosi,2018,CA95,MUSEO REGIONAL POTOSINO,1411148.00,1411148.00,x
San Luis Potosi,2018,CA96,"MUSEO REGIONAL HUASTECO, A.C.",394875.00,394875.00,x
San Luis Potosi,2018,CA97,"PENTATHLÓN UNIVERSITARIO, A.C.",39606.00,39606.00,x
San Luis Potosi,2018,CA98,"COLEGIO EDUCATIVO DE CIENCIAS, CULTURA Y SERVICIOS PROFESIONALES, A.C.",151051.00,151051.00,x
San Luis Potosi,2018,CA99,CONSEJO NACIONAL DE FOMENTO EDUCATIVO,1350110.00,1350110.00,x
San Luis Potosi,2018,CA100,ESTANCIA DESARROLLO Y BIENESTAR INFANTIL SUTSGE,1788773.00,1788773.00,x
San Luis Potosi,2018,CA101,"RELIGIOSAS DE LA CRUZ DEL SAGRADO CORAZÓN DE JESÚS EN MÉXICO, A.R.",224087.00,224087.00,x
San Luis Potosi,2018,CA102,"EL ÁNGEL DEL ESPEJO, A.C.",30000.00,30000.00,x
San Luis Potosi,2018,CA103,"GUARDERÍA MATEHUALA, A.C.",221184.00,0.00,x
San Luis Potosi,2018,CA104,"MUSEO DE LAS TRADICIONES POTOSINAS, A.C.",201678.00,201678.00,x
San Luis Potosi,2018,CA105,"INSTITUTO POTOSINO DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA,A.C. (IPICYT)",225617027.00,5645788.00,x
San Luis Potosi,2018,CA106,AHUALULCO,0.00,75635471.83,x
San Luis Potosi,2018,CA107,ALAQUINES,0.00,37088218.91,x
San Luis Potosi,2018,CA108,AQUISMÓN,0.00,229415656.44,x
San Luis Potosi,2018,CA109,ARMADILLO DE LOS INFANTE,0.00,51987391.61,x
San Luis Potosi,2018,CA110,AXTLA DE TERRAZAS,0.00,135952025.15,x
San Luis Potosi,2018,CA111,CÁRDENAS,0.00,58991498.27,x
San Luis Potosi,2018,CA112,CATORCE,0.00,131661484.01,x
San Luis Potosi,2018,CA113,CEDRAL,0.00,60655236.81,x
San Luis Potosi,2018,CA114,CERRITOS,0.00,76716406.61,x
San Luis Potosi,2018,CA115,CERRO DE SAN PEDRO,0.00,13875605.85,x
San Luis Potosi,2018,CA116,CIUDAD DEL MAÍZ,0.00,107378164.61,x
San Luis Potosi,2018,CA117,CIUDAD FERNÁNDEZ,0.00,130662697.80,x
San Luis Potosi,2018,CA118,CIUDAD VALLES,0.00,467815766.77,x
San Luis Potosi,2018,CA119,COXCATLÁN,0.00,76945006.47,x
San Luis Potosi,2018,CA120,CHARCAS,0.00,68657516.18,x
San Luis Potosi,2018,CA121,ÉBANO,0.00,138284397.96,x
San Luis Potosi,2018,CA122,GUADALCÁZAR,0.00,99818665.04,x
San Luis Potosi,2018,CA123,HUEHUETLÁN,0.00,67800889.30,x
San Luis Potosi,2018,CA124,LAGUNILLAS,0.00,25134469.35,x
San Luis Potosi,2018,CA125,MATEHUALA,0.00,235716160.12,x
San Luis Potosi,2018,CA126,MEXQUITIC DE CARMONA,0.00,163534642.62,x
San Luis Potosi,2018,CA127,MOCTEZUMA,0.00,230028386.69,x
San Luis Potosi,2018,CA128,RAYÓN,0.00,78848679.27,x
San Luis Potosi,2018,CA129,RIOVERDE,0.00,286800383.43,x
San Luis Potosi,2018,CA130,SALINAS,0.00,90949283.04,x
San Luis Potosi,2018,CA131,SAN ANTONIO,0.00,61802344.07,x
San Luis Potosi,2018,CA132,SAN CIRO DE ACOSTA,0.00,36751952.16,x
San Luis Potosi,2018,CA133,SAN LUIS POTOSÍ,0.00,1817576502.13,x
San Luis Potosi,2018,CA134,SAN MARTÍN CHALCHICUAUTLA,0.00,86174651.92,x
San Luis Potosi,2018,CA135,SAN NICOLÁS TOLENTINO,0.00,20294510.84,x
San Luis Potosi,2018,CA136,SAN VICENTE TANCUAYALAB,0.00,53218829.48,x
San Luis Potosi,2018,CA137,SANTA CATARINA,0.00,60979799.96,x
San Luis Potosi,2018,CA138,SANTA MARÍA DEL RÍO,0.00,112228961.85,x
San Luis Potosi,2018,CA139,SANTO DOMINGO,0.00,83789439.62,x
San Luis Potosi,2018,CA140,SOLEDAD DE GRACIANO SÁNCHEZ,0.00,616116882.09,x
San Luis Potosi,2018,CA141,TAMASOPO,0.00,116851786.36,x
San Luis Potosi,2018,CA142,TAMAZUNCHALE,0.00,372145891.32,x
San Luis Potosi,2018,CA143,TAMPACÁN,0.00,77323851.61,x
San Luis Potosi,2018,CA144,TAMPAMOLÓN CORONA,0.00,97813315.67,x
San Luis Potosi,2018,CA145,TAMUÍN,0.00,108660472.45,x
San Luis Potosi,2018,CA146,TANCANHUITZ,0.00,103510473.15,x
San Luis Potosi,2018,CA147,TANLAJÁS,0.00,114180670.07,x
San Luis Potosi,2018,CA148,TANQUIÁN DE ESCOBEDO,0.00,50115622.70,x
San Luis Potosi,2018,CA149,TIERRA NUEVA,0.00,36987067.64,x
San Luis Potosi,2018,CA150,VANEGAS,0.00,35049110.81,x
San Luis Potosi,2018,CA151,VENADO,0.00,68015543.81,x
San Luis Potosi,2018,CA152,VILLA DE ARISTA,0.00,49803509.32,x
San Luis Potosi,2018,CA153,VILLA DE ARRIAGA,0.00,95277950.65,x
San Luis Potosi,2018,CA154,VILLA DE GUADALUPE,0.00,45558853.47,x
San Luis Potosi,2018,CA155,VILLA DE HIDALGO,0.00,75309254.88,x
San Luis Potosi,2018,CA156,VILLA DE LA PAZ,0.00,15540102.00,x
San Luis Potosi,2018,CA157,VILLA DE RAMOS,0.00,201458217.40,x
San Luis Potosi,2018,CA158,VILLA DE REYES,0.00,135509755.04,x
San Luis Potosi,2018,CA159,ZARAGOZA,0.00,272528782.31,x
San Luis Potosi,2018,CA160,VILLA JUÁREZ,0.00,49154249.07,x
San Luis Potosi,2018,CA161,XILITLA,0.00,237107413.23,x
San Luis Potosi,2018,CA162,EL NARANJO,0.00,78658286.60,x
San Luis Potosi,2018,CA163,MATLAPA,0.00,155580153.44,x
San Luis Potosi,2018,CA164,REMANENTE,0.00,0.00,x
San Luis Potosi,2018,CA165,ALUMBRADO PÚBLICO,9964692.00,8662311.00,x
San Luis Potosi,2018,CA166,PARTICIPACIÓN A MUNICIPIOS,7381422341.00,1525.20,x
San Luis Potosi,2018,CA167,"ASILO DE ANCIANOS SAN MARTÍN DE PORRES, A.C.",372113.00,372113.00,x
San Luis Potosi,2018,CA168,CASA HOGAR DEL ANCIANO SAN NICOLAS TOLENTINO DE CARDENAS SLP AC,154829.00,154829.00,x
San Luis Potosi,2018,CA169,"CABRAL OBREGÓN, A.C. ASILO MONTES DE OCA",315000.00,315000.00,x
San Luis Potosi,2018,CA170,"FUNDACIÓN ASILO GABRIEL AGUIRRE, S.C.",154500.00,154500.00,x
San Luis Potosi,2018,CA171,"ESCUELA DEL NIÑO OBRERO, A.C.",150000.00,150000.00,x
San Luis Potosi,2018,CA172,"ASILO INFANTIL JOSEFINO, A.C.",260994.00,260994.00,x
San Luis Potosi,2018,CA173,FONDO DE ASISTENCIA SOCIAL,0.00,0.00,x
San Luis Potosi,2018,CA174,GESTIÓN PARA EL DESARROLLO DE LAS HUASTECAS,0.00,0.00,x
San Luis Potosi,2018,CA175,CENTRO ESTATAL DE TRASPLANTES,0.00,0.00,x
San Luis Potosi,2018,CA176,POTOSINOS UNIDOS POR EL BIENESTAR,0.00,0.00,x
San Luis Potosi,2018,CA177,H CUERPO DE BOMBEROS VOLUNTARIO DE AXTLA SLP,0.00,0.00,x
San Luis Potosi,2018,CA178,"SOCIEDAD PRODUCTIVA P/EL ETNODESARROLLO D/LOS POTOSINOS DE ALTA MARGINACIÓN, A.C",300000.00,300000.00,x
San Luis Potosi,2018,CA179,"CASA HOGAR VALLADO, A.C.",154500.00,154500.00,x
San Luis Potosi,2018,CA180,BIENESTAR PARA LA SENECTUD DE RIOVERDE AC,0.00,0.00,x
San Luis Potosi,2018,CA181,"CENTRO EDUCATIVO EN APOYO AL ESPECTRO AUTISTA, A.C.",165000.00,165000.00,x
San Luis Potosi,2018,CA182,LOS NIÑOS DEL AUDITORIO LUIS DONALDO COLOSIO AC,0.00,0.00,x
San Luis Potosi,2018,CA183,CENTRO DE INTEGRACIÓN JUVENIL,77562.00,77562.00,x
San Luis Potosi,2018,CA184,H. CUERPO DE BOMBEROS DE TAMAZUNCHALE,540750.00,540750.00,x
San Luis Potosi,2018,CA185,ABRAZA UNA ESPERANZA AC,0.00,0.00,x
San Luis Potosi,2018,CA186,"CRUZ ROJA MEXICANA DELEGACIÓN ESTATAL, I.A.P.",3899554.00,3899554.00,x
San Luis Potosi,2018,CA187,"CRUZ ROJA DELEGACIÓN MATEHUALA, I.A.P.",862747.00,862747.00,x
San Luis Potosi,2018,CA188,"COMITÉ PRO-CUERPO DE BOMBEROS DE SAN LUIS, A.C.",4326000.00,4426000.00,x
San Luis Potosi,2018,CA189,"HOSPITAL SAN ANTONIO, A.C.",100000.00,100000.00,x
San Luis Potosi,2018,CA190,CENTRO DOWN MARUSITA (VALLES),200000.00,200000.00,x
San Luis Potosi,2018,CA191,"ASOCIACIÓN POTOSINA PRO-PARALÍTICO CEREBRAL, APAC",753363.00,753363.00,x
San Luis Potosi,2018,CA192,CENTRO ORIENTACIÓN Y DESARROLLO INFANTIL CODI,600000.00,600000.00,x
San Luis Potosi,2018,CA193,"INSTITUCIÓN POTOSINA PRO-EDUCACIÓN ESPECIALIZADA, A.C. RAFAELA ARGANIZ",500000.00,500000.00,x
San Luis Potosi,2018,CA194,"PROMOCIÓN SOCIAL INTEGRAL, A.C. COLONIA JUVENIL",514400.00,514400.00,x
San Luis Potosi,2018,CA195,"PATRONATO DE ENFERMEDADES NEUROLÓGICAS, A.C.",421711.00,421711.00,x
San Luis Potosi,2018,CA196,"RAZÓN POR LA VIDA, A.C.",120000.00,120000.00,x
San Luis Potosi,2018,CA197,FUNDACIÓN BAROCA,160000.00,160000.00,x
San Luis Potosi,2018,CA198,AXTLATÓN A.C.,100000.00,100000.00,x
San Luis Potosi,2018,CA199,"ASOCIACIÓN JUVENIL DE AYUDA AL NIÑO Y AL DISCAPACITADO, A.C.",1375497.00,1375497.00,x
San Luis Potosi,2018,CA200,INTEGRAME DOWN,100000.00,300000.00,x
San Luis Potosi,2018,CA201,"FUNDACION JUAN PABLO, A.C.",154500.00,154500.00,x
San Luis Potosi,2018,CA202,"FACTOR OBRERO, A.C.",730000.00,730000.00,x
San Luis Potosi,2018,CA203,VIDA DIGNA,160062.00,160062.00,x
San Luis Potosi,2018,CA204,"DIRUVI, A.C.",133900.00,133900.00,x
San Luis Potosi,2018,CA205,CASA HOGAR DEL NIÑO DE MONS. JOAQUIN ANTONIUO PEÑALOSA,400000.00,400000.00,x
San Luis Potosi,2018,CA206,H. CUERPO DE BOMBEROS CD. FERNANDEZ,300000.00,300000.00,x
San Luis Potosi,2018,CA207,"ASOCIACION MEXICANA DE ATENCION A NIÑOS CON CANCER DE SAN LUIS, AMANC",761334.00,761334.00,x
San Luis Potosi,2018,CA208,"H. CUERPO DE BOMBEROS Y SERVICIOS SOCIALES DE LA HUASTECA, A.C.",1706500.00,1706500.00,x
San Luis Potosi,2018,CA209,"CUERPO DE BOMBEROS VOLUNTARIOS DE MATEHUALA, A.C.",1250000.00,1250000.00,x
San Luis Potosi,2018,CA210,"CUERPO DE BOMBEROS VOLUNTARIOS DE RIOVERDE, A.C.",1100000.00,1100000.00,x
San Luis Potosi,2018,CA211,SAN ANTONIO DE LAS HIGUERAS AC,0.00,0.00,x
San Luis Potosi,2018,CA212,"CASA DON BOSCO, A.C.",711000.00,711000.00,x
San Luis Potosi,2018,CA213,CLUB DEL ESPIRITU SANTO AC,0.00,0.00,x
San Luis Potosi,2018,CA214,"INSTITUCIÓN DE ASISTENCIA BETANIA, A.C.",240000.00,240000.00,x
San Luis Potosi,2018,CA215,"CENTRO DE ESTUDIOS DE PROMOCIÓN SOCIAL, CÁRITAS, A.C.",668301.00,668301.00,x
San Luis Potosi,2018,CA216,ASOCIACIÓN MEXICANA DE DIABETES EN S.L.P.,246454.00,246454.00,x
San Luis Potosi,2018,CA217,VOZ Y DIGNIDAD POR LOS NUESTROS,0.00,0.00,x
San Luis Potosi,2018,CA218,"DIUY, A.C.",140000.00,140000.00,x
San Luis Potosi,2018,CA219,"CRUZ ROJA MEXICANA DELEGACIÓN LOCAL RIOVERDE, S.L.P. I.A.P.",540750.00,540750.00,x
San Luis Potosi,2018,CA220,"CASA HOGAR DE LA DIVINA PROVIDENCIA, A.C.",241182.00,241182.00,x
San Luis Potosi,2018,CA221,"ASOCIACIÓN POTOSINA EN PRO DEL DEFICIENTE MENTAL, APPDEMAC",110592.00,110592.00,x
San Luis Potosi,2018,CA222,GRUPO FRATERNIDAD HÉCTOR COLUNGA RODRÍGUEZ A.C.,322134.00,322134.00,x
San Luis Potosi,2018,CA223,"COMITÉ PRO-CUERPO DE BOMBEROS DE ÉBANO, A.C.",200000.00,200000.00,x
San Luis Potosi,2018,CA224,"HOGAR DE PROTECCIÓN JUVENIL, A.C.",496134.00,496134.00,x
San Luis Potosi,2018,CA225,"CABRAL OBREGÓN, A.C. RESIDENCIA SAN VICENTE PAUL",200000.00,200000.00,x
San Luis Potosi,2018,CA226,CRUZ ROJA MEXICANA DELEGACIÓN CHARCAS,243775.00,243775.00,x
San Luis Potosi,2018,CA227,"MANOS, VIDA Y AMOR A.C.",200000.00,200000.00,x
San Luis Potosi,2018,CA228,"HOGAR DE LA TERCERA EDAD, SAN NICOLÁS TOLENTINO, A.C. TIERRA NUEVA",289641.00,289641.00,x
San Luis Potosi,2018,CA229,"CENTRO DE TERAPIA INFANTIL Y DE EDUCACIÓN ESPECIAL, A.C. C.E.T.I.E.E.",201182.00,201182.00,x
San Luis Potosi,2018,CA230,"CRUZ ROJA MEXICANA DELEGACIÓN CÁRDENAS, I.A.P.",191730.00,191730.00,x
San Luis Potosi,2018,CA231,"DISTROFIA MUSCULAR PROGRESIVA AVE SIN VUELO, A.C.",191453.00,191453.00,x
San Luis Potosi,2018,CA232,"HOGAR DEL ANCIANO JESÚS DE LA MISERICORDIA, A.C.",400000.00,400000.00,x
San Luis Potosi,2018,CA233,VIVIR MAS ASOCIADOS,386808.00,386808.00,x
San Luis Potosi,2018,CA234,"FAMILIAS EN MOVIMIENTO PRO-EDUCACIÓN NIÑOS DOWN, A.C. FAME",110000.00,110000.00,x
San Luis Potosi,2018,CA235,"SERVICIO DE AYUDA INTEGRA, A.C.",429484.00,429484.00,x
San Luis Potosi,2018,CA236,COMUNIDAD POTOSINA DE SORDOS,0.00,0.00,x
San Luis Potosi,2018,CA237,BANCO DE ALIMENTOS DE SAN LUIS POTOSÍ,0.00,0.00,x
San Luis Potosi,2018,CA238,"PATRONATO PRO-PACIENTE ONCOLÓGICO DE SAN LUIS, A.C.",1764684.00,1764684.00,x
San Luis Potosi,2018,CA239,"FUNDACIÓN NUTRIENDO PARA EL FUTURO, A.C.",380000.00,380000.00,x
San Luis Potosi,2018,CA240,RAYITO DE LUZ,0.00,0.00,x
San Luis Potosi,2018,CA241,"VUELO DE PÁJAROS VENCEJO, A.C.",225000.00,225000.00,x
San Luis Potosi,2018,CA242,CRUZ ROJA DELEGACIÓN EL NARANJO,121620.00,121620.00,x
San Luis Potosi,2018,CA243,CRUZ ROJA DELEGACIÓN CIUDAD DEL MAÍZ,85849.00,42924.00,x
San Luis Potosi,2018,CA244,CRUZ ROJA DELEGACIÓN VILLA DE REYES,143082.00,143082.00,x
San Luis Potosi,2018,CA245,"CLUB DE NIÑOS Y NIÑAS DE SAN LUIS, A.C.",161800.00,161800.00,x
San Luis Potosi,2018,CA246,"SAN LUIS DONANDO, A.C.",0.00,0.00,x
San Luis Potosi,2018,CA247,RENACE,250000.00,250000.00,x
San Luis Potosi,2018,CA248,COMPARTIENDO LA LUZ,0.00,0.00,x
San Luis Potosi,2018,CA249,"ASOCIACIÓN DE FÉ Y ESPERANZA PARA VÍCTIMAS DEL DELITO CHRISTIAN, A.C.",132000.00,132000.00,x
San Luis Potosi,2018,CA250,"OASIS ALZHEIMER, GUADALUPE PALAU, A.C.",476808.00,476808.00,x
San Luis Potosi,2018,CA251,"JUNTOS UNA EXPERIENCIA COMPARTIDA, A.C.",286936.00,286936.00,x
San Luis Potosi,2018,CA252,INSTITUCIÓN DE BENEFICENCIA JUAN H SÁNCHEZ,0.00,0.00,x
San Luis Potosi,2018,CA253,FUNDACIÓN LOME INFANTIL,120000.00,120000.00,x
San Luis Potosi,2018,CA254,"RINO Q, A.C,",211562.00,211562.00,x
San Luis Potosi,2018,CA255,"NUESTROS NIÑOS DE SAN LUIS, A.C.",256099.00,256099.00,x
San Luis Potosi,2018,CA256,DELEGACIÓN ESTATAL DE LA CRUZ ROJA,3845918.00,4795918.00,x
San Luis Potosi,2018,CA257,REAXIÓN JUVENIL DE MÉXICO AC,386134.00,0.00,x
San Luis Potosi,2018,CA258,MERCADO SAN LUIS 400,35000.00,35000.00,x
San Luis Potosi,2018,CA259,"CENTRO RECREATIVO FEMENINO, A.C.",100000.00,100000.00,x
San Luis Potosi,2018,CA260,"COMEDOR DE LOS POBRES DE SAN ANTONIO, A.C.",186807.80,186807.80,x
San Luis Potosi,2018,CA261,CRUZ ROJA MEXICANA DELEGACIÓN CIUDAD VALLES,1159051.00,1159051.00,x
San Luis Potosi,2018,CA262,CRUZ ROJA MEXICANA DELEGACIÓN TAMUÍN,250000.00,250000.00,x
San Luis Potosi,2018,CA263,"SE MI GUÍA, A.C.",119999.60,119999.60,x
San Luis Potosi,2018,CA264,ORGANIZACIÓN INTERNACIONAL VIDA INDEPENDIENTE PARA PERSONAS CON DISCAPACIDAD,151807.60,151807.60,x
San Luis Potosi,2018,CA265,"EQUIPO TÉCNICO DE ASISTENCIA Y TERAPIA CANINA, A.C.",49999.80,49999.80,x
San Luis Potosi,2018,CA266,OTRA OPORTUNIDAD A.C.,3000000.00,3000000.00,x
San Luis Potosi,2018,CA267,ORGANIZACIÓN EXOTÉRMICA AC,120000.00,120000.00,x
San Luis Potosi,2018,CA268,FONDO DE FORTALECIMIENTO FINANCIERO DEL ESTADO,1035298012.23,509883727.96,x
San Luis Potosi,2018,CA269,CONSEJO ESTATAL ELECTORAL Y DE PARTICIPACIÓN CIUDADANA,297138593.00,279318632.28,x
San Luis Potosi,2018,CA270,COMISIÓN ESTATAL DE DERECHOS HUMANOS,38273177.00,38796716.66,x
San Luis Potosi,2018,CA271,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ,2061954488.24,2265847812.24,x
San Luis Potosi,2018,CA272,AUDITORÍA SUPERIOR DEL ESTADO,219736293.00,285541832.89,x
San Luis Potosi,2018,CA273,COMISIÓN ESTATAL DE GARANTÍA DE ACCESO A LA INFORMACIÓN PÚBLICA,25332064.00,25829333.76,x
San Luis Potosi,2018,CA274,TRIBUNAL ELECTORAL DEL ESTADO,24774626.00,26911330.00,x
San Luis Potosi,2018,CA275,FISCALÍA GENERAL DEL ESTADO,914720296.49,964088201.46,x
San Luis Potosi,2018,CA276,FONDOS FEDERALES TRANSFERIDOS,370180489.00,0.00,x
San Luis Potosi,2018,CA277,ADMINISTRACIÓN PÚBLICA PARAESTATAL,0.00,0.00,x
San Luis Potosi,2018,CA278,ENTIDADES PARAESTATALES Y FIDEICOMISOS NO EMPRESARIALES Y NO FINANCIEROS,0.00,0.00,x
San Luis Potosi,2018,CA279,FONDOS,0.00,0.00,x
