Estado,Año,Código,Concepto,Aprobado,Devengado, 
Michoacan,2020,EAE,Productos,34646377.00,155593949.00,
Michoacan,2020,EAF,Aprovechamientos,55549554.00,104349249.00,
Michoacan,2020,EAG,Ingresos por Ventas de Bienes y Servicios,74762970.00,72915425.00,
Michoacan,2020,EAH,Participaciones,27395009694.00,28165065515.00,
Michoacan,2020,EAH1,Fondo General de Participaciones,21505880502.00,19273101816.00,
Michoacan,2020,EAH2,Fondo de Fomento Municipal,1426816436.00,1323170596.00,
Michoacan,2020,EAH3,Fondo de Fiscalización y Recaudación,981912197.00,903104099.00,
Michoacan,2020,EAH4,Fondo de Compensación,0.00,141311267.00,
Michoacan,2020,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Michoacan,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,760282538.00,629064766.00,
Michoacan,2020,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Michoacan,2020,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Michoacan,2020,EAH9,Gasolinas y Diésel,816309382.00,698808584.00,
Michoacan,2020,EAH10,Fondo de Impuesto Sobre la Renta,1903808639.00,2624489269.00,
Michoacan,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,2572015118.00,
Michoacan,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,813425678.00,710024500.00,
Michoacan,2020,EAI1,Tenencia o Uso de Vehículos,0.00,0.00,
Michoacan,2020,EAI2,Fondo de Compensación ISAN,76260702.00,76260708.00,
Michoacan,2020,EAI3,Impuesto Sobre Automóviles Nuevos,265492751.00,204111178.00,
Michoacan,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,40248282.00,41430685.00,
Michoacan,2020,EAI5,Otros Incentivos Económicos,431423943.00,388221929.00,
Michoacan,2020,EAJ,Transferencias,0.00,0.00,
Michoacan,2020,EAK,Convenios,0.00,0.00,
Michoacan,2020,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Michoacan,2020,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Michoacan,2020,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Michoacan,2020,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Michoacan,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,32088740250.00,33225010878.00,
Michoacan,2020,EAM,Aportaciones,32898928645.00,33189986007.00,
Michoacan,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,18939503212.00,19481428537.00,
Michoacan,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,3728875659.00,3786351332.00,
Michoacan,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,3517223746.00,3194703130.00,
Michoacan,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,3203613965.00,3204843373.00,
Michoacan,2020,EAM5,Fondo de Aportaciones Múltiples,1145253089.00,1136905417.00,
Michoacan,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,217773935.00,222481710.00,
Michoacan,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,209871974.00,217152178.00,
Michoacan,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1936813065.00,1946120330.00,
Michoacan,2020,EAN,Convenios,6837235053.00,12199569359.00,
Michoacan,2020,EAN1,Convenios de Protección Social en Salud,2788966533.00,2647404341.00,
Michoacan,2020,EAN2,Convenios de Descentralización,4048268520.00,9552165018.00,
Michoacan,2020,EAN3,Convenios de Reasignación,0.00,0.00,
Michoacan,2020,EAN4,Otros Convenios y Subsidios,0.00,0.00,
Michoacan,2020,EAO,Fondos Distintos de Aportaciones ,0.00,2750000.00,
Michoacan,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Michoacan,2020,EAO2,Fondo Minero,0.00,2750000.00,
Michoacan,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Michoacan,2020,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Michoacan,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,39736163698.00,45392305366.00,
Michoacan,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,4090000000.00,4090000000.00,
Michoacan,2020,EAR1,Ingresos Derivados de Financiamientos,4090000000.00,4090000000.00,
Michoacan,2020,EATOTAL,TOTAL DE LOS INGRESOS,75914903948.00,82707316244.00,
Morelos,2020,EAA,Impuestos,656668000.00,664512838.00,
Morelos,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Morelos,2020,EAC,Contribuciones de Mejoras,0.00,47422780.00,
Morelos,2020,EAD,Derechos,1069902000.00,832409840.00,
Morelos,2020,EAE,Productos,40745000.00,55242685.00,
Morelos,2020,EAF,Aprovechamientos,22943000.00,17225156.00,
Morelos,2020,EAG,Ingresos por Ventas de Bienes y Servicios,107525000.00,67755194.00,
Morelos,2020,EAH,Participaciones,11826907000.00,11753717513.00,
Morelos,2020,EAH1,Fondo General de Participaciones,9719185000.00,8602939896.00,
Morelos,2020,EAH2,Fondo de Fomento Municipal,606471000.00,549179809.00,
Morelos,2020,EAH3,Fondo de Fiscalización y Recaudación,446264000.00,401793553.00,
Morelos,2020,EAH4,Fondo de Compensación,0.00,0.00,
Morelos,2020,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Morelos,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,191471000.00,152424686.00,
Morelos,2020,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Morelos,2020,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Morelos,2020,EAH9,Gasolinas y Diésel,345514000.00,273030806.00,
Morelos,2020,EAH10,Fondo de Impuesto Sobre la Renta,518002000.00,713915935.00,
Morelos,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,1060432828.00,
Morelos,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,270571000.00,365055273.00,
Morelos,2020,EAI1,Tenencia o Uso de Vehículos,0.00,0.00,
Morelos,2020,EAI2,Fondo de Compensación ISAN,0.00,26716968.00,
Morelos,2020,EAI3,Impuesto Sobre Automóviles Nuevos,146155000.00,90491982.00,
Morelos,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,337000.00,18654222.00,
Morelos,2020,EAI5,Otros Incentivos Económicos,124079000.00,229192101.00,
Morelos,2020,EAJ,Transferencias,0.00,0.00,
Morelos,2020,EAK,Convenios,0.00,0.00,
Morelos,2020,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Morelos,2020,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Morelos,2020,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Morelos,2020,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Morelos,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,13995261000.00,13803341279.00,
Morelos,2020,EAM,Aportaciones,12805793000.00,13388354061.00,
Morelos,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,7263559000.00,7602051370.00,
Morelos,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,1767109000.00,1835120870.00,
Morelos,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,945857000.00,1008043703.00,
Morelos,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,1369811000.00,1366800025.00,
Morelos,2020,EAM5,Fondo de Aportaciones Múltiples,417306000.00,480693018.00,
Morelos,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,130266000.00,143412729.00,
Morelos,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,194190000.00,207480976.00,
Morelos,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,717695000.00,744751370.00,
Morelos,2020,EAN,Convenios,0.00,3335139937.00,
Morelos,2020,EAN1,Convenios de Protección Social en Salud,0.00,1171323518.00,
Morelos,2020,EAN2,Convenios de Descentralización,0.00,0.00,
Morelos,2020,EAN3,Convenios de Reasignación,0.00,2163816419.00,
Morelos,2020,EAN4,Otros Convenios y Subsidios,0.00,0.00,
Morelos,2020,EAO,Fondos Distintos de Aportaciones ,0.00,0.00,
Morelos,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Morelos,2020,EAO2,Fondo Minero,0.00,0.00,
Morelos,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Morelos,2020,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Morelos,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,12805793000.00,16723493998.00,
Morelos,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0.00,0.00,
Morelos,2020,EAR1,Ingresos Derivados de Financiamientos,0.00,0.00,
Morelos,2020,EATOTAL,TOTAL DE LOS INGRESOS,26801054000.00,30526835277.00,
Nayarit,2020,EAA,Impuestos,787825039.00,706692183.88,
Nayarit,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Nayarit,2020,EAC,Contribuciones de Mejoras,0.00,0.00,
Nayarit,2020,EAD,Derechos,319034689.00,298467679.58,
Nayarit,2020,EAE,Productos,25912767.00,16055858.16,
Nayarit,2020,EAF,Aprovechamientos,166590852.00,271204126.60,
Nayarit,2020,EAG,Ingresos por Ventas de Bienes y Servicios,200839529.00,161845826.07,
Nayarit,2020,EAH,Participaciones,8400887353.00,8086166062.00,
Nayarit,2020,EAH1,Fondo General de Participaciones,6537592595.00,6219941766.00,
Nayarit,2020,EAH2,Fondo de Fomento Municipal,519797497.00,495461136.00,
Nayarit,2020,EAH3,Fondo de Fiscalización y Recaudación,311081983.00,298043233.00,
Nayarit,2020,EAH4,Fondo de Compensación,0.00,167903269.00,
Nayarit,2020,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Nayarit,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,160771499.00,109527957.00,
Nayarit,2020,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Nayarit,2020,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Nayarit,2020,EAH9,Gasolinas y Diésel,241324156.00,196447999.00,
Nayarit,2020,EAH10,Fondo de Impuesto Sobre la Renta,630319623.00,598840702.00,
Nayarit,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,0.00,
Nayarit,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,471656394.00,251907978.00,
Nayarit,2020,EAI1,Tenencia o Uso de Vehículos,0.00,0.00,
Nayarit,2020,EAI2,Fondo de Compensación ISAN,10658090.00,10658088.00,
Nayarit,2020,EAI3,Impuesto Sobre Automóviles Nuevos,36787769.00,27245680.75,
Nayarit,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,12521061.00,13423840.00,
Nayarit,2020,EAI5,Otros Incentivos Económicos,411689474.00,200580369.25,
Nayarit,2020,EAJ,Transferencias,0.00,0.00,
Nayarit,2020,EAK,Convenios,0.00,715364665.00,
Nayarit,2020,EAK1,Otros Convenios y Subsidios,0.00,715364665.00,
Nayarit,2020,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Nayarit,2020,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Nayarit,2020,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Nayarit,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,10372746623.00,10507704379.29,
Nayarit,2020,EAM,Aportaciones,10500467210.00,10517300025.47,
Nayarit,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,5524568365.00,5491097670.92,
Nayarit,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,1809975230.00,1838992264.44,
Nayarit,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,898243078.00,936611566.00,
Nayarit,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,890488776.00,893255065.00,
Nayarit,2020,EAM5,Fondo de Aportaciones Múltiples,538173432.00,488433701.00,
Nayarit,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,117110819.00,119697736.11,
Nayarit,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,167385394.00,181064733.00,
Nayarit,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,554522116.00,568147289.00,
Nayarit,2020,EAN,Convenios,2851604554.00,4281645414.87,
Nayarit,2020,EAN1,Convenios de Protección Social en Salud,0.00,0.00,
Nayarit,2020,EAN2,Convenios de Descentralización,0.00,0.00,
Nayarit,2020,EAN3,Convenios de Reasignación,0.00,0.00,
Nayarit,2020,EAN4,Otros Convenios y Subsidios,2851604554.00,4281645414.87,
Nayarit,2020,EAO,Fondos Distintos de Aportaciones ,0.00,0.00,
Nayarit,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,0.00,0.00,
Nayarit,2020,EAO2,Fondo Minero,0.00,0.00,
Nayarit,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,0.00,
Nayarit,2020,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Nayarit,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,13352071764.00,14798945440.34,
Nayarit,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,0.00,165865894.00,
Nayarit,2020,EAR1,Ingresos Derivados de Financiamientos,0.00,165865894.00,
Nayarit,2020,EATOTAL,TOTAL DE LOS INGRESOS,23724818387.00,25472515713.63,
Nuevo Leon,2020,EAA,Impuestos,11063000000.00,10199477000.00,
Nuevo Leon,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Nuevo Leon,2020,EAC,Contribuciones de Mejoras,0.00,0.00,
Nuevo Leon,2020,EAD,Derechos,1598030000.00,4700908000.00,
Nuevo Leon,2020,EAE,Productos,346985000.00,188593000.00,
Nuevo Leon,2020,EAF,Aprovechamientos,3861195000.00,2811789000.00,
Nuevo Leon,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Nuevo Leon,2020,EAH,Participaciones,40089777000.00,40754718000.00,
Nuevo Leon,2020,EAH1,Fondo General de Participaciones,31456531000.00,28643958000.00,
Nuevo Leon,2020,EAH2,Fondo de Fomento Municipal,1166943000.00,934113000.00,
Nuevo Leon,2020,EAH3,Fondo de Fiscalización y Recaudación,1577155000.00,1441731000.00,
Nuevo Leon,2020,EAH4,Fondo de Compensación,0.00,0.00,
Nuevo Leon,2020,EAH5,Fondo de Extracción de hidrocarburos,92638000.00,41147000.00,
Nuevo Leon,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,1019253000.00,972381000.00,
Nuevo Leon,2020,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Nuevo Leon,2020,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Nuevo Leon,2020,EAH9,Gasolinas y Diésel,1267674000.00,775311000.00,
Nuevo Leon,2020,EAH10,Fondo de Impuesto Sobre la Renta,3509583000.00,4407310000.00,
Nuevo Leon,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,3538767000.00,
Nuevo Leon,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,3030065000.00,3018634000.00,
Nuevo Leon,2020,EAI1,Tenencia o Uso de Vehículos,0.00,942000.00,
Nuevo Leon,2020,EAI2,Fondo de Compensación ISAN,189823000.00,189823000.00,
Nuevo Leon,2020,EAI3,Impuesto Sobre Automóviles Nuevos,819255000.00,704640000.00,
Nuevo Leon,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,43208000.00,47979000.00,
Nuevo Leon,2020,EAI5,Otros Incentivos Económicos,1977779000.00,2075250000.00,
Nuevo Leon,2020,EAJ,Transferencias,0.00,0.00,
Nuevo Leon,2020,EAK,Convenios,0.00,0.00,
Nuevo Leon,2020,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Nuevo Leon,2020,EAL,Otros Ingresos de Libre Disposición ,310000000.00,0.00,
Nuevo Leon,2020,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Nuevo Leon,2020,EAL2,Otros Ingresos en Libre Disposición,310000000.00,0.00,
Nuevo Leon,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,60299052000.00,61674119000.00,
Nuevo Leon,2020,EAM,Aportaciones,25456073000.00,25565776000.00,
Nuevo Leon,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,15096381000.00,15291455000.00,
Nuevo Leon,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,2931047000.00,2949209000.00,
Nuevo Leon,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,986347000.00,909095000.00,
Nuevo Leon,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,3645953000.00,3654020000.00,
Nuevo Leon,2020,EAM5,Fondo de Aportaciones Múltiples,854151000.00,847461000.00,
Nuevo Leon,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,255679000.00,260039000.00,
Nuevo Leon,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,285367000.00,261121000.00,
Nuevo Leon,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,1401148000.00,1393376000.00,
Nuevo Leon,2020,EAN,Convenios,11182550000.00,9750935000.00,
Nuevo Leon,2020,EAN1,Convenios de Protección Social en Salud,1139308000.00,1726172000.00,
Nuevo Leon,2020,EAN2,Convenios de Descentralización,0.00,0.00,
Nuevo Leon,2020,EAN3,Convenios de Reasignación,0.00,0.00,
Nuevo Leon,2020,EAN4,Otros Convenios y Subsidios,10043242000.00,8024763000.00,
Nuevo Leon,2020,EAO,Fondos Distintos de Aportaciones ,175588000.00,175150000.00,
Nuevo Leon,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,175588000.00,175150000.00,
Nuevo Leon,2020,EAO2,Fondo Minero,0.00,0.00,
Nuevo Leon,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",0.00,52280000.00,
Nuevo Leon,2020,EAQ,Otras Transferencias Federales Etiquetadas,0.00,0.00,
Nuevo Leon,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,36814211000.00,35544141000.00,
Nuevo Leon,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,8031727000.00,10533941000.00,
Nuevo Leon,2020,EAR1,Ingresos Derivados de Financiamientos,8031727000.00,10533941000.00,
Nuevo Leon,2020,EATOTAL,TOTAL DE LOS INGRESOS,105144990000.00,107752201000.00,
Oaxaca,2020,EAA,Impuestos,1630124597.00,1468762403.00,
Oaxaca,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Oaxaca,2020,EAC,Contribuciones de Mejoras,0.00,0.00,
Oaxaca,2020,EAD,Derechos,1924103852.00,1425326023.22,
Oaxaca,2020,EAE,Productos,132374565.00,241129501.24,
Oaxaca,2020,EAF,Aprovechamientos,164789979.00,804068538.69,
Oaxaca,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Oaxaca,2020,EAH,Participaciones,22772302089.00,24045643158.00,
Oaxaca,2020,EAH1,Fondo General de Participaciones,17101816807.00,17457814306.00,
Oaxaca,2020,EAH2,Fondo de Fomento Municipal,1458899360.00,1307576806.00,
Oaxaca,2020,EAH3,Fondo de Fiscalización y Recaudación,917484660.00,828692290.00,
Oaxaca,2020,EAH4,Fondo de Compensación,639013879.00,425550045.00,
Oaxaca,2020,EAH5,Fondo de Extracción de hidrocarburos,0.00,0.00,
Oaxaca,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,345827455.00,225792113.00,
Oaxaca,2020,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Oaxaca,2020,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Oaxaca,2020,EAH9,Gasolinas y Diésel,473022359.00,397829749.00,
Oaxaca,2020,EAH10,Fondo de Impuesto Sobre la Renta,1836237569.00,1240918388.00,
Oaxaca,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,2161469461.00,
Oaxaca,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,332538375.00,307669569.76,
Oaxaca,2020,EAI1,Tenencia o Uso de Vehículos,0.00,10523.00,
Oaxaca,2020,EAI2,Fondo de Compensación ISAN,33739337.00,33739332.00,
Oaxaca,2020,EAI3,Impuesto Sobre Automóviles Nuevos,112528464.00,77429325.00,
Oaxaca,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,7653399.00,9745854.00,
Oaxaca,2020,EAI5,Otros Incentivos Económicos,178617175.00,186744535.76,
Oaxaca,2020,EAJ,Transferencias,0.00,0.00,
Oaxaca,2020,EAK,Convenios,0.00,0.00,
Oaxaca,2020,EAK1,Otros Convenios y Subsidios,0.00,0.00,
Oaxaca,2020,EAL,Otros Ingresos de Libre Disposición ,0.00,0.00,
Oaxaca,2020,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Oaxaca,2020,EAL2,Otros Ingresos en Libre Disposición,0.00,0.00,
Oaxaca,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,26956233457.00,28292599193.91,
Oaxaca,2020,EAM,Aportaciones,43455589354.00,44696127824.23,
Oaxaca,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,23528537149.00,24993526329.29,
Oaxaca,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,4754388760.00,4848651013.17,
Oaxaca,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,8543852136.00,8211484396.00,
Oaxaca,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,2790562744.00,2791310178.00,
Oaxaca,2020,EAM5,Fondo de Aportaciones Múltiples,1321034141.00,1471293913.00,
Oaxaca,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,157183987.00,160141009.77,
Oaxaca,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,223814745.00,205022957.00,
Oaxaca,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,2136215692.00,2014698028.00,
Oaxaca,2020,EAN,Convenios,3710684576.00,4502748093.08,
Oaxaca,2020,EAN1,Convenios de Protección Social en Salud,0.00,0.00,
Oaxaca,2020,EAN2,Convenios de Descentralización,0.00,0.00,
Oaxaca,2020,EAN3,Convenios de Reasignación,0.00,0.00,
Oaxaca,2020,EAN4,Otros Convenios y Subsidios,3710684576.00,4502748093.08,
Oaxaca,2020,EAO,Fondos Distintos de Aportaciones ,4440999.00,3430403.00,
Oaxaca,2020,EAO1,Fondo para Entidades Federativas y Municipios Productores de Hidrocarburos,4440999.00,3430403.00,
Oaxaca,2020,EAO2,Fondo Minero,0.00,0.00,
Oaxaca,2020,EAP,"Transferencias, Subsidios y Subvenciones, y Pensiones y Jubilaciones",2374510754.00,2558456611.50,
Oaxaca,2020,EAQ,Otras Transferencias Federales Etiquetadas,1.00,80471743.96,
Oaxaca,2020,EATTFE,TOTAL DE TRANSFERENCIAS FEDERALES ETIQUETADAS,49545225684.00,51841234675.77,
Oaxaca,2020,EAR,INGRESOS DERIVADOS DE FINANCIAMIENTOS,187632359.00,13930157107.90,
Oaxaca,2020,EAR1,Ingresos Derivados de Financiamientos,187632359.00,13930157107.90,
Oaxaca,2020,EATOTAL,TOTAL DE LOS INGRESOS,76689091500.00,94063990977.58,
Puebla,2020,EAA,Impuestos,5593719069.00,5033272040.57,
Puebla,2020,EAB,Cuotas y Aportaciones de Seguridad Social,0.00,0.00,
Puebla,2020,EAC,Contribuciones de Mejoras,0.00,0.00,
Puebla,2020,EAD,Derechos,2615517437.00,2018454942.38,
Puebla,2020,EAE,Productos,41742453.00,396209605.99,
Puebla,2020,EAF,Aprovechamientos,310640226.00,190898336.89,
Puebla,2020,EAG,Ingresos por Ventas de Bienes y Servicios,0.00,0.00,
Puebla,2020,EAH,Participaciones,39614492932.00,38431828508.09,
Puebla,2020,EAH1,Fondo General de Participaciones,31327250043.00,26562502416.00,
Puebla,2020,EAH2,Fondo de Fomento Municipal,1587676925.00,1460745140.00,
Puebla,2020,EAH3,Fondo de Fiscalización y Recaudación,1604842796.00,1355986389.00,
Puebla,2020,EAH4,Fondo de Compensación,424760214.00,309611037.00,
Puebla,2020,EAH5,Fondo de Extracción de hidrocarburos,32112095.00,13830310.00,
Puebla,2020,EAH6,Impuesto Especial Sobre Producción y Servicios,518496821.00,431562232.00,
Puebla,2020,EAH7,0.136% de la Recaudación Federal Participable,0.00,0.00,
Puebla,2020,EAH8,3.17% Sobre Extracción de Petroleo,0.00,0.00,
Puebla,2020,EAH9,Gasolinas y Diésel,857901062.00,623960975.00,
Puebla,2020,EAH10,Fondo de Impuesto Sobre la Renta,3261452976.00,3799552231.00,
Puebla,2020,EAH11,Fondo de Estabilización de los Ingresos de las Entidades Federativas,0.00,3874077778.09,
Puebla,2020,EAI,Incentivos Derivados de la Colaboración Fiscal,1335527970.00,1025275264.00,
Puebla,2020,EAI1,Tenencia o Uso de Vehículos,544851.00,626965.00,
Puebla,2020,EAI2,Fondo de Compensación ISAN,120238519.00,120238524.00,
Puebla,2020,EAI3,Impuesto Sobre Automóviles Nuevos,514281693.00,392213520.38,
Puebla,2020,EAI4,Fondo de Compensación de Repecos-Intermedios,45876143.00,46202728.00,
Puebla,2020,EAI5,Otros Incentivos Económicos,654586764.00,465993526.62,
Puebla,2020,EAJ,Transferencias,0.00,0.00,
Puebla,2020,EAK,Convenios,0.00,99679876.56,
Puebla,2020,EAK1,Otros Convenios y Subsidios,0.00,99679876.56,
Puebla,2020,EAL,Otros Ingresos de Libre Disposición ,0.00,2038335796.40,
Puebla,2020,EAL1,Participaciones en Ingresos Locales,0.00,0.00,
Puebla,2020,EAL2,Otros Ingresos en Libre Disposición,0.00,2038335796.40,
Puebla,2020,EATILD,TOTAL DE INGRESOS DE LIBRE DISPOSICIÓN,49511640087.00,49233954370.88,
Puebla,2020,EAM,Aportaciones,36723267008.00,36329781453.84,
Puebla,2020,EAM1,Fondo de Aportaciones para la Nómina Educativa y gasto operativo,17783240599.00,18274011594.08,
Puebla,2020,EAM2,Fondo de Aportaciones para los servicios de Salud,3947820475.00,4024205189.27,
Puebla,2020,EAM3,Fondo de Aportaciones para la infraestructura Social,6103617355.00,5695465999.56,
Puebla,2020,EAM4,Fondo de Aportaciones para el Fortalecimiento de los Municipios y de las Demarcaciones Territoriales del Distrito Federal,4365518859.00,4370307586.00,
Puebla,2020,EAM5,Fondo de Aportaciones Múltiples,1386132019.00,1428982547.94,
Puebla,2020,EAM6,Fondo de Aportaciones para la Educación Tecnológica y de adultos,299511659.00,306130050.58,
Puebla,2020,EAM7,Fondo de Aportaciones para la Seguridad Pública de los Estados y del Distrito Federal,235927737.00,243283330.00,
Puebla,2020,EAM8,Fondo de Aportaciones para el Fortalecimiento de las Entidades Federativas,2601498305.00,1987395156.41,
Puebla,2020,EAN,Convenios,8705248654.00,11171527704.83,
Puebla,2020,EAN1,Convenios de Protección Social en Salud,2995318613.00,96301320.52,
