Estado,Año,Concepto,Aprobado,Devengado
"Quintana Roo","2021","FUNDACIÓN DE PARQUES Y MUSEOS DE COZUMEL, QUINTANA ROO","0.00","3539546.60"
"Quintana Roo","2021","AGENCIA DE PROYECTOS ESTRATÉGICOS DEL ESTADO DE QUINTANA ROO","629632211.00","1366082778.77"
"Quintana Roo","2021","CONSEJO DE PROMOCIÓN TURÍSTICA DE QUINTANA ROO","0.00","8926115.55"
"Quintana Roo","2021","COMISIÓN DE AGUA POTABLE Y ALCANTARILLADO","0.00","142335236.08"
"Quintana Roo","2021","INSTITUTO DE MOVILIDAD DEL ESTADO DE QUINTANA ROO","16223260.00","15067745.65"
"Quintana Roo","2021","SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE QUINTANA ROO","541725538.00","455733762.41"
"Quintana Roo","2021","INSTITUTO QUINTANARROENSE DE LA MUJER","43703463.00","47466727.61"
"Quintana Roo","2021","INSTITUTO PARA EL DESARROLLO DEL PUEBLO MAYA Y LAS COMUNIDADES INDÍGENAS DEL ESTADO DE Q. ROO","25580657.00","22335884.90"
"Quintana Roo","2021","INSTITUTO QUINTANARROENSE DE LA JUVENTUD","26490512.00","25866000.42"
"Quintana Roo","2021","INSTITUTO DE LA CULTURA Y LAS ARTES DE QUINTANA ROO","62981767.00","72242689.59"
"Quintana Roo","2021","SECRETARÍA EJECUTIVA DEL SISTEMA ANTICORRUPCIÓN DEL ESTADO DE QUINTANA ROO","16197398.00","15705763.91"
"Quintana Roo","2021","SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA","49357916.00","45135796.83"
"Quintana Roo","2021","INSTITUTO PARA EL DESARROLLO Y FINANCIAMIENTO DEL ESTADO DE QUINTANA ROO","11295759.00","10618576.02"
"Quintana Roo","2021","MUNICIPIO DE COZUMEL","360069692.00","360450362.00"
"Quintana Roo","2021","MUNICIPIO DE FELIPE CARRILLO PUERTO","504939250.00","488532847.00"
"Quintana Roo","2021","MUNICIPIO DE ISLA MUJERES","175784194.00","186630842.00"
"Quintana Roo","2021","MUNICIPIO DE OTHÓN P. BLANCO","683624237.00","689754316.00"
"Quintana Roo","2021","MUNICIPIO DE BENITO JUAREZ","1631384592.00","1667682740.75"
"Quintana Roo","2021","MUNICIPIO DE JOSÉ MARÍA MORELOS","272901584.00","288118462.35"
"Quintana Roo","2021","MUNICIPIO DE LÁZARO CÁRDENAS","226098168.00","227264027.00"
"Quintana Roo","2021","MUNICIPIO DE SOLIDARIDAD","637031177.00","677635693.00"
"Quintana Roo","2021","MUNICIPIO DE TULUM","253549576.00","265442747.70"
"Quintana Roo","2021","MUNICIPIO DE BACALAR","233475315.00","232967203.00"
"Quintana Roo","2021","MUNICIPIO DE PUERTO MORELOS","162541600.00","154054693.00"
"Quintana Roo","2021","INSTITUTO MUNICIPAL DE LA CULTURA Y LAS ARTES DE SOLIDARIDAD","0.00","1082404.00"
"Quintana Roo","2021","DEUDA PÚBLICA","3573947390.00","4285303084.23"
"Quintana Roo","2021","TOTAL DEL GASTO","33860864890.00","37041796216.34"
"Quintana Roo","2020","DESPACHO DEL EJECUTIVO","219368539.00","262830769.20"
"Quintana Roo","2020","SECRETARÍA DE OBRAS PÚBLICAS","101660531.00","440408448.55"
"Quintana Roo","2020","SECRETARÍA DE GOBIERNO","266180716.00","237210197.12"
"Quintana Roo","2020","CONSEJERÍA JURÍDICA","14285424.00","24088634.45"
"Quintana Roo","2020","SECRETARÍA DE FINANZAS Y PLANEACIÓN","905342186.00","1337660730.73"
"Quintana Roo","2020","SECRETARÍA DE DESARROLLO TERRITORIAL URBANO SUSTENTABLE","87467872.00","99524989.65"
"Quintana Roo","2020","SECRETARÍA DE TURISMO","53021382.00","157080813.15"
"Quintana Roo","2020","SECRETARÍA DE EDUCACIÓN","453116163.00","259987742.90"
"Quintana Roo","2020","SECRETARÍA DE DESARROLLO ECONÓMICO","70431705.00","142205156.51"
"Quintana Roo","2020","OFICIALÍA MAYOR","388392688.00","320426915.95"
"Quintana Roo","2020","SECRETARÍA DE LA CONTRALORÍA","248203198.00","192499266.15"
"Quintana Roo","2020","SECRETARÍA DE SALUD","85672461.00","53500459.68"
"Quintana Roo","2020","SECRETARÍA DE DESARROLLO AGROPECUARIO, RURAL Y PESCA","224217553.00","317582227.80"
"Quintana Roo","2020","SECRETARÍA DE SEGURIDAD PÚBLICA","2222871684.00","2481788507.70"
"Quintana Roo","2020","SECRETARÍA DE ECOLOGÍA Y MEDIO AMBIENTE","82769723.00","132917775.31"
"Quintana Roo","2020","SECRETARÍA DE DESARROLLO SOCIAL","141500555.00","457851265.09"
"Quintana Roo","2020","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","110362235.00","84504939.87"
"Quintana Roo","2020","INVERSIÓN PÚBLICA DEL ESTADO","2215964076.00","0.00"
"Quintana Roo","2020","RESERVA DE CONTINGENCIA","90500000.00","0.00"
"Quintana Roo","2020","PROVISIONES FINANCIERAS","259743817.00","0.00"
"Quintana Roo","2020","PODER LEGISLATIVO","690506829.00","784880121.50"
"Quintana Roo","2020","PODER JUDICIAL","701685772.00","697380160.22"
"Quintana Roo","2020","INSTITUTO ELECTORAL DE QUINTANA ROO","145784811.00","145813361.00"
"Quintana Roo","2020","COMISIÓN DE DERECHOS HUMANOS DEL ESTADO DE QUINTANA ROO","60597423.00","65732595.20"
"Quintana Roo","2020","TRIBUNAL ELECTORAL DE QUINTANA ROO","36728601.00","36051633.00"
"Quintana Roo","2020","INSTITUTO DE ACCESO A LA INFORMACIÓN Y PROTECCIÓN DE DATOS PERSONALES DE QUINTANA ROO","47059882.00","47368974.90"
"Quintana Roo","2020","FISCALÍA GENERAL DEL ESTADO DE QUINTANA ROO","872396235.00","952049719.83"
"Quintana Roo","2020","TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE QUINTANA ROO","66667441.00","68039950.23"
"Quintana Roo","2020","SERVICIOS EDUCATIVOS DE QUINTANA ROO","6362481912.00","6618670456.99"
"Quintana Roo","2020","COLEGIO DE BACHILLERES DEL ESTADO DE QUINTANA ROO","720285666.00","756469542.14"
"Quintana Roo","2020","CENTRO DE ESTUDIOS DE BACHILLERATO TÉCNICO “EVA SÁMANO DE LÓPEZ MATEOS”","45110144.00","39423614.00"
"Quintana Roo","2020","COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE QUINTANA ROO","276423387.00","310895293.25"
"Quintana Roo","2020","COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE QUINTANA ROO","260816675.00","265937362.91"
"Quintana Roo","2020","INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE QUINTANA ROO","95333446.00","107476723.51"
"Quintana Roo","2020","INSTITUTO ESTATAL PARA LA EDUCACIÓN DE JÓVENES Y ADULTOS","66827998.00","79055739.33"
"Quintana Roo","2020","INSTITUTO TECNOLÓGICO SUPERIOR DE FELIPE CARRILLO PUERTO","41915185.00","42987188.82"
"Quintana Roo","2020","UNIVERSIDAD TECNOLÓGICA DE CANCÚN","108722746.00","116717218.68"
"Quintana Roo","2020","UNIVERSIDAD TECNOLÓGICA DE LA RIVIERA MAYA","49808888.00","50334706.00"
"Quintana Roo","2020","UNIVERSIDAD DE QUINTANA ROO","449327342.00","488093943.00"
"Quintana Roo","2020","UNIVERSIDAD DEL CARIBE","121577448.00","131253312.42"
"Quintana Roo","2020","COMISIÓN PARA LA JUVENTUD Y EL DEPORTE DE QUINTANA ROO","307055171.00","178444361.26"
"Quintana Roo","2020","INSTITUTO DE INFRAESTRUCTURA FÍSICA EDUCATIVA DEL ESTADO DE QUINTANA ROO","71963616.00","325611944.25"
"Quintana Roo","2020","CONSEJO QUINTANARROENSE DE CIENCIA Y TECNOLOGÍA","32994570.00","30115531.89"
"Quintana Roo","2020","UNIVERSIDAD INTERCULTURAL MAYA DE QUINTANA ROO","26117954.00","40190637.00"
"Quintana Roo","2020","UNIVERSIDAD POLITÉCNICA DE QUINTANA ROO","24828162.00","32285994.20"
"Quintana Roo","2020","UNIVERSIDAD TECNOLÓGICA DE CHETUMAL","29306914.00","31320725.90"
"Quintana Roo","2020","UNIVERSIDAD POLITÉCNICA DE BACALAR","14970700.00","18259678.87"
"Quintana Roo","2020","SERVICIOS ESTATALES DE SALUD","3115211194.00","4542729740.72"
"Quintana Roo","2020","REGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DE QUINTANA ROO","587723404.00","7872088.51"
"Quintana Roo","2020","SISTEMA QUINTANARROENSE DE COMUNICACIÓN SOCIAL","90696927.00","120859394.38"
"Quintana Roo","2020","COMISIÓN EJECUTIVA DE ATENCIÓN A VÍCTIMAS DEL ESTADO DE QUINTANA ROO","29470319.00","28174839.57"
"Quintana Roo","2020","AGENCIA DE PROYECTOS ESTRATÉGICOS DEL ESTADO DE QUINTANA ROO","0.00","879535.50"
"Quintana Roo","2020","CONSEJO DE PROMOCIÓN TURÍSTICA DE QUINTANA ROO","736536394.00","236446910.49"
"Quintana Roo","2020","COMISIÓN DE AGUA POTABLE Y ALCANTARILLADO","0.00","457967375.90"
"Quintana Roo","2020","INSTITUTO DE MOVILIDAD DEL ESTADO DE QUINTANA ROO","14668275.00","19097275.85"
"Quintana Roo","2020","SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE QUINTANA ROO","570526162.00","502724500.38"
"Quintana Roo","2020","INSTITUTO QUINTANARROENSE DE LA MUJER","45280809.00","45335323.82"
"Quintana Roo","2020","INSTITUTO PARA EL DESARROLLO DEL PUEBLO MAYA Y LAS COMUNIDADES INDÍGENAS DEL ESTADO DE Q. ROO","27916844.00","21682889.22"
"Quintana Roo","2020","INSTITUTO QUINTANARROENSE DE LA JUVENTUD","27416713.00","24833747.04"
"Quintana Roo","2020","INSTITUTO DE LA CULTURA Y LAS ARTES DE QUINTANA ROO","61549580.00","68546163.02"
"Quintana Roo","2020","SECRETARÍA EJECUTIVA DEL SISTEMA ANTICORRUPCIÓN DEL ESTADO DE QUINTANA ROO","18000000.00","13500725.60"
"Quintana Roo","2020","SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA","42004575.00","46187390.32"
"Quintana Roo","2020","INSTITUTO PARA EL DESARROLLO Y FINANCIAMIENTO DEL ESTADO DE QUINTANA ROO","11911304.00","11608659.42"
"Quintana Roo","2020","MUNICIPIO DE COZUMEL","391063863.00","383858184.00"
"Quintana Roo","2020","MUNICIPIO DE FELIPE CARRILLO PUERTO","478755539.00","504430587.00"
"Quintana Roo","2020","MUNICIPIO DE ISLA MUJERES","207354006.00","215462568.27"
"Quintana Roo","2020","MUNICIPIO DE OTHÓN P. BLANCO","695047523.00","702173564.25"
"Quintana Roo","2020","MUNICIPIO DE BENITO JUAREZ","1790735899.00","1771351728.05"
"Quintana Roo","2020","MUNICIPIO DE JOSÉ MARÍA MORELOS","277043171.00","298994484.94"
"Quintana Roo","2020","MUNICIPIO DE LÁZARO CÁRDENAS","229693888.00","232137645.00"
"Quintana Roo","2020","MUNICIPIO DE SOLIDARIDAD","781993383.00","689499720.00"
"Quintana Roo","2020","MUNICIPIO DE TULUM","318681127.00","278966946.95"
"Quintana Roo","2020","MUNICIPIO DE BACALAR","237626887.00","236186043.00"
"Quintana Roo","2020","MUNICIPIO DE PUERTO MORELOS","189499779.00","156792714.00"
"Quintana Roo","2020","INSTITUTO MUNICIPAL DE LA CULTURA Y LAS ARTES DE SOLIDARIDAD","0.00","927800.00"
"Quintana Roo","2020","DEUDA PÚBLICA","4248267014.00","23455601176.11"
"Quintana Roo","2020","TOTAL DEL GASTO","35193042005.00","54537759051.42"
"Quintana Roo","2019","DESPACHO DEL EJECUTIVO","212380609.00","271019342.34"
"Quintana Roo","2019","SECRETARÍA DE OBRAS PÚBLICAS","103024846.00","557347398.76"
"Quintana Roo","2019","SECRETARÍA DE GOBIERNO","271873933.00","278332386.41"
"Quintana Roo","2019","CONSEJERÍA JURÍDICA","13812442.00","11791999.26"
"Quintana Roo","2019","SECRETARÍA DE FINANZAS Y PLANEACIÓN","674764803.00","1245548820.84"
"Quintana Roo","2019","SECRETARÍA DE DESARROLLO TERRITORIAL URBANO SUSTENTABLE","83021879.00","91859349.55"
"Quintana Roo","2019","SECRETARÍA DE TURISMO","49481590.00","175462852.75"
"Quintana Roo","2019","SECRETARÍA DE EDUCACIÓN","415024449.00","397420012.84"
"Quintana Roo","2019","SECRETARÍA DE DESARROLLO ECONÓMICO","72338355.00","214442052.41"
"Quintana Roo","2019","OFICIALÍA MAYOR","403356193.00","393858278.91"
"Quintana Roo","2019","SECRETARÍA DE LA CONTRALORÍA","239161003.00","258237963.07"
"Quintana Roo","2019","SECRETARÍA DE SALUD","82957901.00","84432972.94"
"Quintana Roo","2019","SECRETARÍA DE DESARROLLO AGROPECUARIO, RURAL Y PESCA","194853038.00","403660031.85"
"Quintana Roo","2019","SECRETARÍA DE SEGURIDAD PÚBLICA","2108289935.00","2206420003.29"
"Quintana Roo","2019","SECRETARÍA DE ECOLOGÍA Y MEDIO AMBIENTE","76567123.00","168215966.92"
"Quintana Roo","2019","SECRETARÍA DE DESARROLLO SOCIAL","132895989.00","146783035.30"
"Quintana Roo","2019","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","101595402.00","78426745.39"
"Quintana Roo","2019","INVERSIÓN PÚBLICA DEL ESTADO","1594016037.00","0.00"
"Quintana Roo","2019","RESERVA DE CONTINGENCIA","79071107.00","0.00"
"Quintana Roo","2019","PROVISIONES FINANCIERAS","879034555.00","0.00"
"Quintana Roo","2019","PODER LEGISLATIVO","653163066.00","829888637.34"
"Quintana Roo","2019","PODER JUDICIAL","685035576.00","696535576.00"
"Quintana Roo","2019","INSTITUTO ELECTORAL DE QUINTANA ROO","290755173.00","289769232.16"
"Quintana Roo","2019","COMISIÓN DE DERECHOS HUMANOS DEL ESTADO DE QUINTANA ROO","67601012.00","67668059.41"
"Quintana Roo","2019","TRIBUNAL ELECTORAL DE QUINTANA ROO","36728601.00","39929479.40"
"Quintana Roo","2019","INSTITUTO DE ACCESO A LA INFORMACIÓN Y PROTECCIÓN DE DATOS PERSONALES DE QUINTANA ROO","45047561.00","46738101.47"
"Quintana Roo","2019","FISCALÍA GENERAL DEL ESTADO DE QUINTANA ROO","737975249.00","922303101.59"
"Quintana Roo","2019","TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE QUINTANA ROO","35000000.00","62258324.82"
"Quintana Roo","2019","SERVICIOS EDUCATIVOS DE QUINTANA ROO","6147467730.00","6646031626.07"
"Quintana Roo","2019","COLEGIO DE BACHILLERES DEL ESTADO DE QUINTANA ROO","724532889.00","778852418.08"
"Quintana Roo","2019","CENTRO DE ESTUDIOS DE BACHILLERATO TÉCNICO “EVA SÁMANO DE LÓPEZ MATEOS”","44947014.00","39927058.00"
"Quintana Roo","2019","COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE QUINTANA ROO","301466338.00","287149556.47"
"Quintana Roo","2019","COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE QUINTANA ROO","275226488.00","269990085.46"
"Quintana Roo","2019","INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE QUINTANA ROO","97904956.00","103743954.06"
"Quintana Roo","2019","INSTITUTO ESTATAL PARA LA EDUCACIÓN DE JÓVENES Y ADULTOS","65675793.00","89588194.66"
"Quintana Roo","2019","INSTITUTO TECNOLÓGICO SUPERIOR DE FELIPE CARRILLO PUERTO","39796531.00","47207328.85"
"Quintana Roo","2019","UNIVERSIDAD TECNOLÓGICA DE CANCÚN","80694531.00","124255769.02"
"Quintana Roo","2019","UNIVERSIDAD TECNOLÓGICA DE LA RIVIERA MAYA","30119900.00","53834174.00"
"Quintana Roo","2019","UNIVERSIDAD DE QUINTANA ROO","459210860.00","485647113.40"
"Quintana Roo","2019","UNIVERSIDAD DEL CARIBE","136288348.00","140445947.12"
"Quintana Roo","2019","COMISIÓN PARA LA JUVENTUD Y EL DEPORTE DE QUINTANA ROO","300150065.00","442383093.69"
"Quintana Roo","2019","INSTITUTO DE INFRAESTRUCTURA FÍSICA EDUCATIVA DEL ESTADO DE QUINTANA ROO","45798559.00","525832299.23"
"Quintana Roo","2019","CONSEJO QUINTANARROENSE DE CIENCIA Y TECNOLOGÍA","36381485.00","32466357.31"
"Quintana Roo","2019","UNIVERSIDAD INTERCULTURAL MAYA DE QUINTANA ROO","28551760.00","37773092.08"
"Quintana Roo","2019","UNIVERSIDAD POLITÉCNICA DE QUINTANA ROO","19404212.00","35938855.23"
"Quintana Roo","2019","UNIVERSIDAD TECNOLÓGICA DE CHETUMAL","17461301.00","32765625.00"
"Quintana Roo","2019","UNIVERSIDAD POLITÉCNICA DE BACALAR","9725617.00","17918450.84"
"Quintana Roo","2019","SERVICIOS ESTATALES DE SALUD","3022089435.00","4290906845.40"
"Quintana Roo","2019","REGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DE QUINTANA ROO","686010321.00","546162363.44"
"Quintana Roo","2019","SISTEMA QUINTANARROENSE DE COMUNICACIÓN SOCIAL","90651605.00","123002751.15"
"Quintana Roo","2019","COMISIÓN EJECUTIVA DE ATENCIÓN A VÍCTIMAS DEL ESTADO DE QUINTANA ROO","21613559.00","25426234.58"
"Quintana Roo","2019","FUNDACIÓN DE PARQUES Y MUSEOS DE COZUMEL, QUINTANA ROO","112655174.00","22620280.00"
"Quintana Roo","2019","AGENCIA DE PROYECTOS ESTRATÉGICOS DEL ESTADO DE QUINTANA ROO","886904842.00","199898.00"
"Quintana Roo","2019","CONSEJO DE PROMOCIÓN TURÍSTICA DE QUINTANA ROO","423424622.00","641971308.03"
"Quintana Roo","2019","COMISIÓN DE AGUA POTABLE Y ALCANTARILLADO","718134063.00","328179004.50"
"Quintana Roo","2019","INSTITUTO DE MOVILIDAD DEL ESTADO DE QUINTANA ROO","41883486.00","53755206.56"
"Quintana Roo","2019","SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE QUINTANA ROO","727288126.00","515403424.54"
"Quintana Roo","2019","INSTITUTO QUINTANARROENSE DE LA MUJER","42529103.00","47957584.17"
"Quintana Roo","2019","INSTITUTO PARA EL DESARROLLO DEL PUEBLO MAYA Y LAS COMUNIDADES INDÍGENAS DEL ESTADO DE Q. ROO","27492234.00","38670694.66"
"Quintana Roo","2019","INSTITUTO QUINTANARROENSE DE LA JUVENTUD","24620611.00","27579110.21"
"Quintana Roo","2019","INSTITUTO DE LA CULTURA Y LAS ARTES DE QUINTANA ROO","61677597.00","111733371.90"
"Quintana Roo","2019","SECRETARÍA EJECUTIVA DEL SISTEMA ANTICORRUPCIÓN DEL ESTADO DE QUINTANA ROO","10000000.00","9866509.10"
"Quintana Roo","2019","SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PÚBLICA","0.00","7793681.43"
"Quintana Roo","2019","ADMINISTRACIÓN PORTUARIA INTEGRAL DE QUINTANA ROO, SA DE CV","237486308.00","0.00"
"Quintana Roo","2019","VIP SERVICIOS AÉREOS EJECUTIVOS, SA DE CV","55421314.00","113229000.00"
"Quintana Roo","2019","INSTITUTO PARA EL DESARROLLO Y FINANCIAMIENTO DEL ESTADO DE QUINTANA ROO","27513658.00","11261368.16"
"Quintana Roo","2019","MUNICIPIO DE COZUMEL","327067743.00","383653688.25"
"Quintana Roo","2019","MUNICIPIO DE FELIPE CARRILLO PUERTO","462417781.00","468246100.00"
"Quintana Roo","2019","MUNICIPIO DE ISLA MUJERES","168124731.00","228583639.61"
"Quintana Roo","2019","MUNICIPIO DE OTHÓN P. BLANCO","666466837.00","694040842.69"
"Quintana Roo","2019","MUNICIPIO DE BENITO JUAREZ","1462866404.00","1657577925.55"
"Quintana Roo","2019","MUNICIPIO DE JOSÉ MARÍA MORELOS","267595029.00","269673970.00"
"Quintana Roo","2019","MUNICIPIO DE LÁZARO CÁRDENAS","214465703.00","217471627.00"
"Quintana Roo","2019","MUNICIPIO DE SOLIDARIDAD","568188969.00","673679818.50"
"Quintana Roo","2019","MUNICIPIO DE TULUM","221747812.00","262540884.50"
"Quintana Roo","2019","MUNICIPIO DE BACALAR","218958304.00","226217133.00"
"Quintana Roo","2019","MUNICIPIO DE PUERTO MORELOS","135297079.00","166488976.00"
"Quintana Roo","2019","INSTITUTO MUNICIPAL DE LA CULTURA Y LAS ARTES DE SOLIDARIDAD","0.00","1963883.00"
"Quintana Roo","2019","DEUDA PÚBLICA","3449164850.00","4411337076.32"
"Quintana Roo","2019","TOTAL DEL GASTO","34579389104.00","36707294923.84"
"Quintana Roo","2018","DESPACHO DEL EJECUTIVO","329100518.00","287848653.81"
"Quintana Roo","2018","SECRETARÍA DE OBRAS PÚBLICAS","168370844.00","787513126.75"
"Quintana Roo","2018","SECRETARÍA DE GOBIERNO","204298329.00","730456403.64"
"Quintana Roo","2018","CONSEJERÍA JURÍDICA","12789111.00","12710094.01"
"Quintana Roo","2018","SECRETARÍA DE FINANZAS Y PLANEACIÓN","749116964.00","1192755346.64"
"Quintana Roo","2018","SECRETARÍA DE DESARROLLO TERRITORIAL URBANO SUSTENTABLE","80390631.00","275476526.94"
"Quintana Roo","2018","SECRETARÍA DE TURISMO","48313846.00","204435254.49"
"Quintana Roo","2018","SECRETARÍA DE EDUCACIÓN","369192733.00","427521121.24"
"Quintana Roo","2018","SECRETARÍA DE DESARROLLO ECONÓMICO","83291717.00","148731275.53"
"Quintana Roo","2018","OFICIALÍA MAYOR","261385811.00","473362484.61"
"Quintana Roo","2018","SECRETARÍA DE LA CONTRALORÍA","99524613.00","215236660.64"
"Quintana Roo","2018","SECRETARÍA DE SALUD","45163077.00","39339757.42"
"Quintana Roo","2018","SECRETARÍA DE DESARROLLO AGROPECUARIO, RURAL Y PESCA","194853038.00","461580323.06"
"Quintana Roo","2018","SECRETARÍA DE SEGURIDAD PÚBLICA","1204713358.00","1468899962.49"
"Quintana Roo","2018","SECRETARÍA DE ECOLOGÍA Y MEDIO AMBIENTE","70021293.00","385433776.11"
"Quintana Roo","2018","SECRETARÍA DE DESARROLLO SOCIAL","101510773.00","108581861.35"
"Quintana Roo","2018","SECRETARÍA DEL TRABAJO Y PREVISIÓN SOCIAL","84540990.00","80254801.50"
"Quintana Roo","2018","INVERSIÓN PÚBLICA DEL ESTADO","2226674040.00","0.00"
"Quintana Roo","2018","RESERVA DE CONTINGENCIA","79071107.00","0.00"
"Quintana Roo","2018","PROVISIONES FINANCIERAS","21000000.00","8000000.00"
"Quintana Roo","2018","PODER LEGISLATIVO","629748441.00","775970244.50"
"Quintana Roo","2018","PODER JUDICIAL","685655000.00","699180478.69"
"Quintana Roo","2018","INSTITUTO ELECTORAL DE QUINTANA ROO","260000000.00","254712194.18"
"Quintana Roo","2018","COMISIÓN DE DERECHOS HUMANOS DEL ESTADO DE QUINTANA ROO","53101012.00","57730788.37"
"Quintana Roo","2018","TRIBUNAL ELECTORAL DE QUINTANA ROO","36728601.00","40711160.56"
"Quintana Roo","2018","INSTITUTO DE ACCESO A LA INFORMACIÓN Y PROTECCIÓN DE DATOS PERSONALES DE QUINTANA ROO","43547561.00","44791158.00"
"Quintana Roo","2018","FISCALÍA GENERAL DEL ESTADO DE QUINTANA ROO","663324214.00","763388154.87"
"Quintana Roo","2018","TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE QUINTANA ROO","0.00","51022770.00"
"Quintana Roo","2018","SERVICIOS EDUCATIVOS DE QUINTANA ROO","5979576185.00","6318256394.48"
"Quintana Roo","2018","COLEGIO DE BACHILLERES DEL ESTADO DE QUINTANA ROO","569867380.00","670531821.36"
"Quintana Roo","2018","CENTRO DE ESTUDIOS DE BACHILLERATO TÉCNICO “EVA SÁMANO DE LÓPEZ MATEOS”","42398831.00","38437138.00"
"Quintana Roo","2018","COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE QUINTANA ROO","262988694.00","265750731.52"
"Quintana Roo","2018","COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE QUINTANA ROO","220381601.00","248225715.69"
"Quintana Roo","2018","INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE QUINTANA ROO","84651245.00","83806610.17"
"Quintana Roo","2018","INSTITUTO ESTATAL PARA LA EDUCACIÓN DE JÓVENES Y ADULTOS","64200101.00","101734442.85"
"Quintana Roo","2018","INSTITUTO TECNOLÓGICO SUPERIOR DE FELIPE CARRILLO PUERTO","39223624.00","32479979.44"
"Quintana Roo","2018","UNIVERSIDAD TECNOLÓGICA DE CANCÚN","52287727.00","59323153.79"
"Quintana Roo","2018","UNIVERSIDAD TECNOLÓGICA DE LA RIVIERA MAYA","23767712.00","31845840.00"
"Quintana Roo","2018","UNIVERSIDAD DE QUINTANA ROO","403276822.00","432896541.61"
"Quintana Roo","2018","UNIVERSIDAD DEL CARIBE","116915894.00","114662341.00"
"Quintana Roo","2018","COMISIÓN PARA LA JUVENTUD Y EL DEPORTE DE QUINTANA ROO","137177230.00","382826544.53"
"Quintana Roo","2018","INSTITUTO DE INFRAESTRUCTURA FÍSICA EDUCATIVA DEL ESTADO DE QUINTANA ROO","42953307.00","508211412.77"
"Quintana Roo","2018","CONSEJO QUINTANARROENSE DE CIENCIA Y TECNOLOGÍA","29068832.00","59842409.69"
"Quintana Roo","2018","UNIVERSIDAD INTERCULTURAL MAYA DE QUINTANA ROO","25116532.00","42256094.71"
"Quintana Roo","2018","UNIVERSIDAD POLITÉCNICA DE QUINTANA ROO","12389062.00","12886171.00"
"Quintana Roo","2018","UNIVERSIDAD TECNOLÓGICA DE CHETUMAL","14443693.00","14799836.20"
"Quintana Roo","2018","UNIVERSIDAD POLITÉCNICA DE BACALAR","6925617.00","8232519.86"
"Quintana Roo","2018","SERVICIOS ESTATALES DE SALUD","2406145752.00","3592747680.99"
"Quintana Roo","2018","REGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD DE QUINTANA ROO","672722742.00","595432531.83"
"Quintana Roo","2018","SISTEMA QUINTANARROENSE DE COMUNICACIÓN SOCIAL","75410055.00","116293946.30"
"Quintana Roo","2018","COMISIÓN EJECUTIVA DE ATENCIÓN A VÍCTIMAS DEL ESTADO DE QUINTANA ROO","19210640.00","21542437.53"
"Quintana Roo","2018","AGENCIA DE PROYECTOS ESTRATÉGICOS DEL ESTADO DE QUINTANA ROO","0.00","3533116.62"
"Quintana Roo","2018","CONSEJO DE PROMOCIÓN TURÍSTICA DE QUINTANA ROO","0.00","599117455.29"
"Quintana Roo","2018","COMISIÓN DE AGUA POTABLE Y ALCANTARILLADO","105480233.00","326154250.22"
"Quintana Roo","2018","SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE QUINTANA ROO","495811977.00","514576201.90"
"Quintana Roo","2018","INSTITUTO QUINTANARROENSE DE LA MUJER","40006310.00","56891920.96"
"Quintana Roo","2018","INSTITUTO PARA EL DESARROLLO DEL PUEBLO MAYA Y LAS COMUNIDADES INDÍGENAS DEL ESTADO DE Q. ROO","27492234.00","40756428.24"
"Quintana Roo","2018","INSTITUTO QUINTANARROENSE DE LA JUVENTUD","26774870.00","26730703.15"
"Quintana Roo","2018","INSTITUTO DE LA CULTURA Y LAS ARTES DE QUINTANA ROO","61677597.00","104500293.19"
