Municipio,Año,Código,Concepto,Aprobado,Devengado, 
Chihuahua,2019,COG62,Obra Pública en Bienes Propios,4643743.58,25309050.58,
Chihuahua,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Chihuahua,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Chihuahua,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Chihuahua,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Chihuahua,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Chihuahua,2019,COG74,Concesión de Préstamos,0.00,0.00,
Chihuahua,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Chihuahua,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Chihuahua,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Chihuahua,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Chihuahua,2019,COG81,Participaciones,0.00,0.00,
Chihuahua,2019,COG82,Aportaciones,0.00,0.00,
Chihuahua,2019,COG83,Convenios,0.00,0.00,
Chihuahua,2019,COG09,Deuda Pública                      ,20251666.00,52632488.38,
Chihuahua,2019,COG91,Amortización de la Deuda Pública,15070000.00,48399999.34,
Chihuahua,2019,COG92,Intereses de la Deuda Pública,5030000.00,4232489.04,
Chihuahua,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Chihuahua,2019,COG94,Gastos de la Deuda Pública,151666.00,0.00,
Chihuahua,2019,COG95,Costo por Coberturas,0.00,0.00,
Chihuahua,2019,COG96,Apoyos Financieros,0.00,0.00,
Chihuahua,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,
Chihuahua,2019,COGTOT,Total del Gasto,3277391423.10,3678115156.26,
Chilpancingo de los Bravo,2019,COG01, Servicios Personales               ,483887384.13,543211196.87,
Chilpancingo de los Bravo,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,190839755.01,201371073.39,
Chilpancingo de los Bravo,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,10934000.63,2612994.51,
Chilpancingo de los Bravo,2019,COG13,Remuneraciones Adicionales y Especiales,215729874.70,240021234.43,
Chilpancingo de los Bravo,2019,COG14,Seguridad Social,32276428.11,43038527.05,
Chilpancingo de los Bravo,2019,COG15,Otras Prestaciones Sociales y Económicas,34107325.68,53034654.75,
Chilpancingo de los Bravo,2019,COG16,Previsiones,0.00,0.00,
Chilpancingo de los Bravo,2019,COG17,Pago de Estímulos a Servidores Públicos,0.00,3132712.74,
Chilpancingo de los Bravo,2019,COG02,Materiales y Suministros           ,26902862.41,47433852.76,
Chilpancingo de los Bravo,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",5887260.56,11762934.30,
Chilpancingo de los Bravo,2019,COG22,Alimentos y Utensilios,1109651.95,616271.79,
Chilpancingo de los Bravo,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,563961.34,3441159.11,
Chilpancingo de los Bravo,2019,COG24,Materiales y Artículos de Construcción y Reparación,2333465.68,2263170.09,
Chilpancingo de los Bravo,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",289453.03,63011.92,
Chilpancingo de los Bravo,2019,COG26,"Combustibles, Lubricantes y Aditivos",14590249.79,24011030.45,
Chilpancingo de los Bravo,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",1647791.14,4579274.66,
Chilpancingo de los Bravo,2019,COG28,Materiales y Suministros para Seguridad,0.00,61500.00,
Chilpancingo de los Bravo,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",481028.92,635500.44,
Chilpancingo de los Bravo,2019,COG03,Servicios Generales                ,66797316.75,107179377.25,
Chilpancingo de los Bravo,2019,COG31,Servicios Básicos,14744809.38,15288077.39,
Chilpancingo de los Bravo,2019,COG32,Servicios de Arrendamiento,16312452.88,39333877.96,
Chilpancingo de los Bravo,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",18629877.42,27840336.61,
Chilpancingo de los Bravo,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",15360.78,236894.22,
Chilpancingo de los Bravo,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",2240338.83,6657163.96,
Chilpancingo de los Bravo,2019,COG36,Servicios de Comunicación Social y Publicidad,1157500.00,4624156.70,
Chilpancingo de los Bravo,2019,COG37,Servicios de Traslados y Viáticos,87200.00,423401.44,
Chilpancingo de los Bravo,2019,COG38,Servicios Oficiales,11704438.03,12775468.97,
Chilpancingo de los Bravo,2019,COG39,Otros Servicios Generales,1905339.43,0.00,
Chilpancingo de los Bravo,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",6168423.31,42856179.42,
Chilpancingo de los Bravo,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,2015174.00,0.00,
Chilpancingo de los Bravo,2019,COG42,Transferencias al Resto del Sector Público,0.00,31397107.69,
Chilpancingo de los Bravo,2019,COG43,Subsidios y Subvenciones,1593900.00,0.00,
Chilpancingo de los Bravo,2019,COG44,Ayudas Sociales,2559349.31,7143677.47,
Chilpancingo de los Bravo,2019,COG45,Pensiones y Jubilaciones,0.00,4290394.26,
Chilpancingo de los Bravo,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Chilpancingo de los Bravo,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Chilpancingo de los Bravo,2019,COG48,Donativos,0.00,25000.00,
Chilpancingo de los Bravo,2019,COG49,Transferencias al Exterior,0.00,0.00,
Chilpancingo de los Bravo,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",12223231.01,15016718.64,
Chilpancingo de los Bravo,2019,COG51,Mobiliario y Equipo de Administración,22600.00,0.00,
Chilpancingo de los Bravo,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,4040631.01,2188529.39,
Chilpancingo de los Bravo,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,232849.25,
Chilpancingo de los Bravo,2019,COG54,Vehículos y Equipo de Transporte,8160000.00,6166100.00,
Chilpancingo de los Bravo,2019,COG55,Equipo de Defensa y Seguridad,0.00,1250000.00,
Chilpancingo de los Bravo,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",0.00,679240.00,
Chilpancingo de los Bravo,2019,COG57,Activos Biológicos,0.00,0.00,
Chilpancingo de los Bravo,2019,COG58,Bienes Inmuebles,0.00,0.00,
Chilpancingo de los Bravo,2019,COG59,Activos Intangibles,0.00,4500000.00,
Chilpancingo de los Bravo,2019,COG06,Inversión Pública                  ,197873634.29,214898433.58,
Chilpancingo de los Bravo,2019,COG61,Obra Pública en Bienes de Dominio Público,180439919.25,212706377.03,
Chilpancingo de los Bravo,2019,COG62,Obra Pública en Bienes Propios,0.00,0.00,
Chilpancingo de los Bravo,2019,COG63,Proyectos Productivos y Acciones de Fomento,17433715.04,2192056.55,
Chilpancingo de los Bravo,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Chilpancingo de los Bravo,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Chilpancingo de los Bravo,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Chilpancingo de los Bravo,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Chilpancingo de los Bravo,2019,COG74,Concesión de Préstamos,0.00,0.00,
Chilpancingo de los Bravo,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Chilpancingo de los Bravo,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Chilpancingo de los Bravo,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Chilpancingo de los Bravo,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Chilpancingo de los Bravo,2019,COG81,Participaciones,0.00,0.00,
Chilpancingo de los Bravo,2019,COG82,Aportaciones,0.00,0.00,
Chilpancingo de los Bravo,2019,COG83,Convenios,0.00,0.00,
Chilpancingo de los Bravo,2019,COG09,Deuda Pública                      ,0.00,0.00,
Chilpancingo de los Bravo,2019,COG91,Amortización de la Deuda Pública,0.00,0.00,
Chilpancingo de los Bravo,2019,COG92,Intereses de la Deuda Pública,0.00,0.00,
Chilpancingo de los Bravo,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Chilpancingo de los Bravo,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Chilpancingo de los Bravo,2019,COG95,Costo por Coberturas,0.00,0.00,
Chilpancingo de los Bravo,2019,COG96,Apoyos Financieros,0.00,0.00,
Chilpancingo de los Bravo,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,0.00,0.00,
Chilpancingo de los Bravo,2019,COGTOT,Total del Gasto,793852851.90,970595758.52,
Chimalhuacan,2019,COG01, Servicios Personales               ,567530000.00,647341734.65,
Chimalhuacan,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,299159854.96,381237768.87,
Chimalhuacan,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,0.00,0.00,
Chimalhuacan,2019,COG13,Remuneraciones Adicionales y Especiales,172552686.08,161787104.94,
Chimalhuacan,2019,COG14,Seguridad Social,76495266.03,84005996.25,
Chimalhuacan,2019,COG15,Otras Prestaciones Sociales y Económicas,19322192.93,20310864.59,
Chimalhuacan,2019,COG16,Previsiones,0.00,0.00,
Chimalhuacan,2019,COG17,Pago de Estímulos a Servidores Públicos,0.00,0.00,
Chimalhuacan,2019,COG02,Materiales y Suministros           ,158000000.00,137217305.06,
Chimalhuacan,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",36078524.92,37971254.53,
Chimalhuacan,2019,COG22,Alimentos y Utensilios,20386525.95,6483618.45,
Chimalhuacan,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,753.54,
Chimalhuacan,2019,COG24,Materiales y Artículos de Construcción y Reparación,8014855.80,3415306.50,
Chimalhuacan,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",2644406.40,1714029.90,
Chimalhuacan,2019,COG26,"Combustibles, Lubricantes y Aditivos",78532694.52,69917901.42,
Chimalhuacan,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",12176691.61,12034085.97,
Chimalhuacan,2019,COG28,Materiales y Suministros para Seguridad,56160.01,5274407.40,
Chimalhuacan,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",110140.79,405947.35,
Chimalhuacan,2019,COG03,Servicios Generales                ,370000000.00,466098871.17,
Chimalhuacan,2019,COG31,Servicios Básicos,182398461.71,183304644.42,
Chimalhuacan,2019,COG32,Servicios de Arrendamiento,24776075.86,30704655.51,
Chimalhuacan,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",44730073.64,69218159.79,
Chimalhuacan,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",7913031.61,3397216.84,
Chimalhuacan,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",52631419.20,55555914.58,
Chimalhuacan,2019,COG36,Servicios de Comunicación Social y Publicidad,20332762.80,47791971.52,
Chimalhuacan,2019,COG37,Servicios de Traslados y Viáticos,0.00,0.00,
Chimalhuacan,2019,COG38,Servicios Oficiales,25023785.36,37898423.98,
Chimalhuacan,2019,COG39,Otros Servicios Generales,12194389.82,38227884.53,
Chimalhuacan,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",290000000.00,307084508.01,
Chimalhuacan,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Chimalhuacan,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Chimalhuacan,2019,COG43,Subsidios y Subvenciones,16643235.34,144591068.49,
Chimalhuacan,2019,COG44,Ayudas Sociales,36752040.55,51997484.24,
Chimalhuacan,2019,COG45,Pensiones y Jubilaciones,0.00,0.00,
Chimalhuacan,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",236604724.11,110495955.28,
Chimalhuacan,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Chimalhuacan,2019,COG48,Donativos,0.00,0.00,
Chimalhuacan,2019,COG49,Transferencias al Exterior,0.00,0.00,
Chimalhuacan,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",60000000.00,61594986.20,
Chimalhuacan,2019,COG51,Mobiliario y Equipo de Administración,219936.00,8435323.28,
Chimalhuacan,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,2627659.62,
Chimalhuacan,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,1232258.26,
Chimalhuacan,2019,COG54,Vehículos y Equipo de Transporte,15246204.67,24656796.45,
Chimalhuacan,2019,COG55,Equipo de Defensa y Seguridad,0.00,6852212.80,
Chimalhuacan,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",1448485.53,3921954.85,
Chimalhuacan,2019,COG57,Activos Biológicos,0.00,789600.00,
Chimalhuacan,2019,COG58,Bienes Inmuebles,42769642.68,12435562.68,
Chimalhuacan,2019,COG59,Activos Intangibles,315731.12,643618.26,
Chimalhuacan,2019,COG06,Inversión Pública                  ,346162702.00,405585710.65,
Chimalhuacan,2019,COG61,Obra Pública en Bienes de Dominio Público,346162702.00,405585710.65,
Chimalhuacan,2019,COG62,Obra Pública en Bienes Propios,0.00,0.00,
Chimalhuacan,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Chimalhuacan,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Chimalhuacan,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Chimalhuacan,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Chimalhuacan,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Chimalhuacan,2019,COG74,Concesión de Préstamos,0.00,0.00,
Chimalhuacan,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Chimalhuacan,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Chimalhuacan,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Chimalhuacan,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Chimalhuacan,2019,COG81,Participaciones,0.00,0.00,
Chimalhuacan,2019,COG82,Aportaciones,0.00,0.00,
Chimalhuacan,2019,COG83,Convenios,0.00,0.00,
Chimalhuacan,2019,COG09,Deuda Pública                      ,350000000.00,304920449.83,
Chimalhuacan,2019,COG91,Amortización de la Deuda Pública,150000000.00,108000000.00,
Chimalhuacan,2019,COG92,Intereses de la Deuda Pública,0.00,6736395.86,
Chimalhuacan,2019,COG93,Comisiones de la Deuda Pública,0.00,2505600.00,
Chimalhuacan,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Chimalhuacan,2019,COG95,Costo por Coberturas,0.00,0.00,
Chimalhuacan,2019,COG96,Apoyos Financieros,0.00,0.00,
Chimalhuacan,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,200000000.00,187678453.97,
Chimalhuacan,2019,COGTOT,Total del Gasto,2141692702.00,2329843565.57,
Colima,2019,COG01, Servicios Personales               ,326133353.32,371522491.16,
Colima,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,101901852.77,113331729.09,
Colima,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,29384876.46,42868432.20,
Colima,2019,COG13,Remuneraciones Adicionales y Especiales,71310068.37,85005245.08,
Colima,2019,COG14,Seguridad Social,26812123.56,30117864.49,
Colima,2019,COG15,Otras Prestaciones Sociales y Económicas,89475129.08,100199220.30,
Colima,2019,COG16,Previsiones,7249303.08,0.00,
Colima,2019,COG17,Pago de Estímulos a Servidores Públicos,0.00,0.00,
Colima,2019,COG02,Materiales y Suministros           ,24431449.35,54591787.53,
Colima,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",1820920.08,1840144.76,
Colima,2019,COG22,Alimentos y Utensilios,472349.96,633992.62,
Colima,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,0.00,47540.27,
Colima,2019,COG24,Materiales y Artículos de Construcción y Reparación,3269034.84,25886744.82,
Colima,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",319023.96,356649.48,
Colima,2019,COG26,"Combustibles, Lubricantes y Aditivos",14167959.13,16369941.57,
Colima,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",1364532.54,4832569.55,
Colima,2019,COG28,Materiales y Suministros para Seguridad,952788.00,1285549.25,
Colima,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",2064840.84,3338655.21,
Colima,2019,COG03,Servicios Generales                ,74103175.91,105832718.45,
Colima,2019,COG31,Servicios Básicos,37549365.62,47964505.53,
Colima,2019,COG32,Servicios de Arrendamiento,2275708.88,1128895.15,
Colima,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",6297144.60,4885166.23,
Colima,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",4471177.08,5542485.44,
Colima,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",11852131.48,13589280.80,
Colima,2019,COG36,Servicios de Comunicación Social y Publicidad,2050000.08,1838303.07,
Colima,2019,COG37,Servicios de Traslados y Viáticos,288789.72,359263.54,
Colima,2019,COG38,Servicios Oficiales,6159806.28,18536999.27,
Colima,2019,COG39,Otros Servicios Generales,3159052.17,11987819.42,
Colima,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",158385950.56,167977673.18,
Colima,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,61549999.92,65392999.68,
Colima,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Colima,2019,COG43,Subsidios y Subvenciones,0.00,0.00,
Colima,2019,COG44,Ayudas Sociales,9600000.24,12799361.72,
Colima,2019,COG45,Pensiones y Jubilaciones,87235950.40,89785311.78,
Colima,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Colima,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Colima,2019,COG48,Donativos,0.00,0.00,
Colima,2019,COG49,Transferencias al Exterior,0.00,0.00,
Colima,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",2754138.98,14909398.77,
Colima,2019,COG51,Mobiliario y Equipo de Administración,505454.64,445865.31,
Colima,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,0.00,2447386.93,
Colima,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,
Colima,2019,COG54,Vehículos y Equipo de Transporte,1810000.04,8436057.36,
Colima,2019,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Colima,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",267847.92,3442339.17,
Colima,2019,COG57,Activos Biológicos,0.00,0.00,
Colima,2019,COG58,Bienes Inmuebles,0.00,0.00,
Colima,2019,COG59,Activos Intangibles,170836.38,137750.00,
Colima,2019,COG06,Inversión Pública                  ,29052464.00,38398323.16,
Colima,2019,COG61,Obra Pública en Bienes de Dominio Público,29052464.00,35456276.90,
Colima,2019,COG62,Obra Pública en Bienes Propios,0.00,2927105.46,
Colima,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,14940.80,
Colima,2019,COG07,Inversiones Financieras y Otras Provisiones,1499999.96,0.00,
Colima,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Colima,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Colima,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Colima,2019,COG74,Concesión de Préstamos,0.00,0.00,
Colima,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Colima,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Colima,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,1499999.96,0.00,
Colima,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Colima,2019,COG81,Participaciones,0.00,0.00,
Colima,2019,COG82,Aportaciones,0.00,0.00,
Colima,2019,COG83,Convenios,0.00,0.00,
Colima,2019,COG09,Deuda Pública                      ,28666234.52,18124939.14,
Colima,2019,COG91,Amortización de la Deuda Pública,14000000.00,14000000.00,
Colima,2019,COG92,Intereses de la Deuda Pública,850000.00,305653.03,
Colima,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Colima,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Colima,2019,COG95,Costo por Coberturas,0.00,0.00,
Colima,2019,COG96,Apoyos Financieros,0.00,0.00,
Colima,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,13816234.52,3819286.11,
Colima,2019,COGTOT,Total del Gasto,645026766.60,771357331.39,
Cuautitlan Izcalli,2019,COG01, Servicios Personales               ,1118327478.86,910043393.52,
Cuautitlan Izcalli,2019,COG11,Remuneraciones al Personal  de Carácter Permanente,659309543.58,578805630.21,
Cuautitlan Izcalli,2019,COG12,Remuneraciones al Personal  de Carácter Transitorio,0.00,892216.85,
Cuautitlan Izcalli,2019,COG13,Remuneraciones Adicionales y Especiales,113286862.64,130365704.60,
Cuautitlan Izcalli,2019,COG14,Seguridad Social,238029099.00,118487793.13,
Cuautitlan Izcalli,2019,COG15,Otras Prestaciones Sociales y Económicas,100717973.64,77001988.73,
Cuautitlan Izcalli,2019,COG16,Previsiones,0.00,0.00,
Cuautitlan Izcalli,2019,COG17,Pago de Estímulos a Servidores Públicos,6984000.00,4490060.00,
Cuautitlan Izcalli,2019,COG02,Materiales y Suministros           ,97051200.97,94195846.96,
Cuautitlan Izcalli,2019,COG21,"Materiales de Administración, Emisión de Documentos y Artículos Oficiales",15077602.87,31537303.19,
Cuautitlan Izcalli,2019,COG22,Alimentos y Utensilios,4902344.00,1733168.76,
Cuautitlan Izcalli,2019,COG23,Materias Primas y Materiales de Producción y Comercialización,90000.00,113894.50,
Cuautitlan Izcalli,2019,COG24,Materiales y Artículos de Construcción y Reparación,15020942.52,9246510.08,
Cuautitlan Izcalli,2019,COG25,"Productos Químicos, Farmacéuticos y de Laboratorio",695000.00,547280.55,
Cuautitlan Izcalli,2019,COG26,"Combustibles, Lubricantes y Aditivos",38123605.56,32696823.52,
Cuautitlan Izcalli,2019,COG27,"Vestuarios, Blancos, Prendas de protección y Artículos Deportivos",9310097.00,8027640.19,
Cuautitlan Izcalli,2019,COG28,Materiales y Suministros para Seguridad,3649444.00,1376936.01,
Cuautitlan Izcalli,2019,COG29,"Herramientas, Refacciones y Accesorios Menores",10182165.02,8916290.16,
Cuautitlan Izcalli,2019,COG03,Servicios Generales                ,374608082.48,261988421.23,
Cuautitlan Izcalli,2019,COG31,Servicios Básicos,165966409.16,95465073.92,
Cuautitlan Izcalli,2019,COG32,Servicios de Arrendamiento,64409717.57,55842484.15,
Cuautitlan Izcalli,2019,COG33,"Servicios Profesionales, Científicos, Técnicos y Otros Servicios",17789208.52,27279881.60,
Cuautitlan Izcalli,2019,COG34,"Servicios Financieros, Bancarios y Comerciales",53835513.96,3903915.56,
Cuautitlan Izcalli,2019,COG35,"Servicios de Instalación, Reparación, Mantenimiento y Conservación",41132620.58,13581160.38,
Cuautitlan Izcalli,2019,COG36,Servicios de Comunicación Social y Publicidad,7753248.93,5709900.05,
Cuautitlan Izcalli,2019,COG37,Servicios de Traslados y Viáticos,1824316.20,289542.77,
Cuautitlan Izcalli,2019,COG38,Servicios Oficiales,18770931.19,12288711.06,
Cuautitlan Izcalli,2019,COG39,Otros Servicios Generales,3126116.37,47627751.74,
Cuautitlan Izcalli,2019,COG04,"Transferencias, Asignaciones, Subsidios y Otras Ayudas",185298083.26,149905216.70,
Cuautitlan Izcalli,2019,COG41,Transferencias Internas y Asignaciones del Sector Público,0.00,0.00,
Cuautitlan Izcalli,2019,COG42,Transferencias al Resto del Sector Público,0.00,0.00,
Cuautitlan Izcalli,2019,COG43,Subsidios y Subvenciones,177166855.21,148151818.19,
Cuautitlan Izcalli,2019,COG44,Ayudas Sociales,8131228.05,1753398.51,
Cuautitlan Izcalli,2019,COG45,Pensiones y Jubilaciones,0.00,0.00,
Cuautitlan Izcalli,2019,COG46,"Transferencias a Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Cuautitlan Izcalli,2019,COG47,Transferencias a la Seguridad Social,0.00,0.00,
Cuautitlan Izcalli,2019,COG48,Donativos,0.00,0.00,
Cuautitlan Izcalli,2019,COG49,Transferencias al Exterior,0.00,0.00,
Cuautitlan Izcalli,2019,COG05,"Bienes Muebles, Inmuebles e Intangibles",126914860.00,116179220.05,
Cuautitlan Izcalli,2019,COG51,Mobiliario y Equipo de Administración,18452860.00,6955780.29,
Cuautitlan Izcalli,2019,COG52,Mobiliario y Equipo Educacional y Recreativo,1067000.00,143735.58,
Cuautitlan Izcalli,2019,COG53,Equipo e Instrumental Médico y de Laboratorio,0.00,0.00,
Cuautitlan Izcalli,2019,COG54,Vehículos y Equipo de Transporte,104770000.00,101576092.44,
Cuautitlan Izcalli,2019,COG55,Equipo de Defensa y Seguridad,0.00,0.00,
Cuautitlan Izcalli,2019,COG56,"Maquinaria, Otros Equipos y Herramientas",2625000.00,7503611.74,
Cuautitlan Izcalli,2019,COG57,Activos Biológicos,0.00,0.00,
Cuautitlan Izcalli,2019,COG58,Bienes Inmuebles,0.00,0.00,
Cuautitlan Izcalli,2019,COG59,Activos Intangibles,0.00,0.00,
Cuautitlan Izcalli,2019,COG06,Inversión Pública                  ,204131741.66,162412603.09,
Cuautitlan Izcalli,2019,COG61,Obra Pública en Bienes de Dominio Público,204131741.66,162412603.09,
Cuautitlan Izcalli,2019,COG62,Obra Pública en Bienes Propios,0.00,0.00,
Cuautitlan Izcalli,2019,COG63,Proyectos Productivos y Acciones de Fomento,0.00,0.00,
Cuautitlan Izcalli,2019,COG07,Inversiones Financieras y Otras Provisiones,0.00,0.00,
Cuautitlan Izcalli,2019,COG71,Inversiones para el Fomento de Actividades Productivas,0.00,0.00,
Cuautitlan Izcalli,2019,COG72,Acciones y Participaciones de Capital,0.00,0.00,
Cuautitlan Izcalli,2019,COG73,Compra de Títulos y Valores,0.00,0.00,
Cuautitlan Izcalli,2019,COG74,Concesión de Préstamos,0.00,0.00,
Cuautitlan Izcalli,2019,COG75,"Inversiones de Fideicomisos, Mandatos y Otros Análogos",0.00,0.00,
Cuautitlan Izcalli,2019,COG76,Otras Inversiones Financieras,0.00,0.00,
Cuautitlan Izcalli,2019,COG78,Provisiones para Contingencias y Otras Erogaciones Especiales,0.00,0.00,
Cuautitlan Izcalli,2019,COG08,Participaciones y Aportaciones     ,0.00,0.00,
Cuautitlan Izcalli,2019,COG81,Participaciones,0.00,0.00,
Cuautitlan Izcalli,2019,COG82,Aportaciones,0.00,0.00,
Cuautitlan Izcalli,2019,COG83,Convenios,0.00,0.00,
Cuautitlan Izcalli,2019,COG09,Deuda Pública                      ,370486912.78,118577369.06,
Cuautitlan Izcalli,2019,COG91,Amortización de la Deuda Pública,19512115.03,35363922.13,
Cuautitlan Izcalli,2019,COG92,Intereses de la Deuda Pública,41843312.88,29449362.80,
Cuautitlan Izcalli,2019,COG93,Comisiones de la Deuda Pública,0.00,0.00,
Cuautitlan Izcalli,2019,COG94,Gastos de la Deuda Pública,0.00,0.00,
Cuautitlan Izcalli,2019,COG95,Costo por Coberturas,0.00,0.00,
Cuautitlan Izcalli,2019,COG96,Apoyos Financieros,0.00,0.00,
Cuautitlan Izcalli,2019,COG97,Adeudos de Ejercicios Fiscales Anteriores (ADEFAS)1,309131484.87,53764084.13,
Cuautitlan Izcalli,2019,COGTOT,Total del Gasto,2476818360.01,1813302070.61,
