Estado,Año,Código,Concepto,Aprobado,Devengado, 
Tecamac,2020,CFDE,Desarrollo Económico,7270149.47,28758956.29,
Tecamac,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",2667451.70,738826.27,
Tecamac,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",788864.08,113036.27,
Tecamac,2020,CFDE3,Combustibles y Energía,0.00,20924804.45,
Tecamac,2020,CFDE4,"Minería, Manufacturas y Construcción",3543833.69,6979737.30,
Tecamac,2020,CFDE5,Transporte,270000.00,2552.00,
Tecamac,2020,CFDE6,Comunicaciones,0.00,0.00,
Tecamac,2020,CFDE7,Turismo,0.00,0.00,
Tecamac,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tecamac,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tecamac,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,180759260.00,172010611.15,
Tecamac,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,18809260.00,18473803.31,
Tecamac,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",161950000.00,153536807.84,
Tecamac,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tecamac,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tecamac,2020,CFTOTAL,Total del gasto,1512488906.00,1178015712.13,
Tepic,2020,CFG,Gobierno,1108585537.81,1104416689.00,
Tepic,2020,CFG1,Legislación,138808751.00,157662723.00,
Tepic,2020,CFG2,Justicia,6006375.00,5542256.00,
Tepic,2020,CFG3,Coordinación de la Política de Gobierno,89107834.00,69328354.00,
Tepic,2020,CFG4,Relaciones Exteriores,0.00,0.00,
Tepic,2020,CFG5,Asuntos Financieros y Hacendarios,465702074.00,465394388.00,
Tepic,2020,CFG6,Seguridad Nacional,0.00,0.00,
Tepic,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,358838741.00,358019494.00,
Tepic,2020,CFG8,Otros Servicios Generales,50121763.00,48469474.00,
Tepic,2020,CFDS,Desarrollo Social,520677657.01,430751770.00,
Tepic,2020,CFDS1,Protección Ambiental,215049502.00,155962558.00,
Tepic,2020,CFDS2,Vivienda y Servicios a la Comunidad,240276241.00,212073056.00,
Tepic,2020,CFDS3,Salud,24499636.00,25370299.00,
Tepic,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",29909015.00,27325191.00,
Tepic,2020,CFDS5,Educación,0.00,0.00,
Tepic,2020,CFDS6,Protección Social,4736599.00,4635977.00,
Tepic,2020,CFDS7,Otros Asuntos Sociales,6206664.00,5384689.00,
Tepic,2020,CFDE,Desarrollo Económico,19550156.90,17128698.00,
Tepic,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,
Tepic,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tepic,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Tepic,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tepic,2020,CFDE5,Transporte,0.00,0.00,
Tepic,2020,CFDE6,Comunicaciones,0.00,0.00,
Tepic,2020,CFDE7,Turismo,0.00,11115491.00,
Tepic,2020,CFDE8,"Ciencia, Tecnología e Innovación",11887168.00,6013207.00,
Tepic,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,7662989.00,0.00,
Tepic,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tepic,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tepic,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tepic,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tepic,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tepic,2020,CFTOTAL,Total del gasto,1648813351.72,1552297157.00,
Tijuana,2020,CFG,Gobierno,4629507454.65,4300925113.98,
Tijuana,2020,CFG1,Legislación,0.00,0.00,
Tijuana,2020,CFG2,Justicia,2406568.55,2401980.42,
Tijuana,2020,CFG3,Coordinación de la Política de Gobierno,447432922.89,392460619.85,
Tijuana,2020,CFG4,Relaciones Exteriores,0.00,0.00,
Tijuana,2020,CFG5,Asuntos Financieros y Hacendarios,1827979141.91,1519699795.59,
Tijuana,2020,CFG6,Seguridad Nacional,0.00,0.00,
Tijuana,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,1857883445.76,1929600608.71,
Tijuana,2020,CFG8,Otros Servicios Generales,493805375.54,456762109.41,
Tijuana,2020,CFDS,Desarrollo Social,3196866914.89,3115354364.68,
Tijuana,2020,CFDS1,Protección Ambiental,5364356.34,6353179.98,
Tijuana,2020,CFDS2,Vivienda y Servicios a la Comunidad,2682445895.67,2639906017.30,
Tijuana,2020,CFDS3,Salud,107169431.46,103870028.38,
Tijuana,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Tijuana,2020,CFDS5,Educación,290695210.82,239785330.35,
Tijuana,2020,CFDS6,Protección Social,111192020.60,125439808.67,
Tijuana,2020,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tijuana,2020,CFDE,Desarrollo Económico,134020906.23,125137853.62,
Tijuana,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",44560275.88,38773118.74,
Tijuana,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tijuana,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Tijuana,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tijuana,2020,CFDE5,Transporte,31887744.20,28673464.56,
Tijuana,2020,CFDE6,Comunicaciones,0.00,0.00,
Tijuana,2020,CFDE7,Turismo,0.00,0.00,
Tijuana,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tijuana,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,57572886.15,57691270.32,
Tijuana,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tijuana,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tijuana,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tijuana,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tijuana,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tijuana,2020,CFTOTAL,Total del gasto,7960395275.77,7541417332.28,
Tlajomulco de Zuniga,2020,CFG,Gobierno,2024194887.17,2176604720.40,
Tlajomulco de Zuniga,2020,CFG1,Legislación,0.00,0.00,
Tlajomulco de Zuniga,2020,CFG2,Justicia,0.00,0.00,
Tlajomulco de Zuniga,2020,CFG3,Coordinación de la Política de Gobierno,2008964887.17,2146782128.52,
Tlajomulco de Zuniga,2020,CFG4,Relaciones Exteriores,0.00,0.00,
Tlajomulco de Zuniga,2020,CFG5,Asuntos Financieros y Hacendarios,0.00,0.00,
Tlajomulco de Zuniga,2020,CFG6,Seguridad Nacional,0.00,0.00,
Tlajomulco de Zuniga,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,15230000.00,29822591.88,
Tlajomulco de Zuniga,2020,CFG8,Otros Servicios Generales,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDS,Desarrollo Social,538426451.83,688815681.56,
Tlajomulco de Zuniga,2020,CFDS1,Protección Ambiental,73867000.00,116803490.94,
Tlajomulco de Zuniga,2020,CFDS2,Vivienda y Servicios a la Comunidad,261426000.00,372634491.82,
Tlajomulco de Zuniga,2020,CFDS3,Salud,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",50209277.55,41703556.02,
Tlajomulco de Zuniga,2020,CFDS5,Educación,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDS6,Protección Social,61342363.08,66190869.44,
Tlajomulco de Zuniga,2020,CFDS7,Otros Asuntos Sociales,91581811.20,91483273.34,
Tlajomulco de Zuniga,2020,CFDE,Desarrollo Económico,67694000.00,85938911.98,
Tlajomulco de Zuniga,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",9350000.00,10197153.40,
Tlajomulco de Zuniga,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tlajomulco de Zuniga,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tlajomulco de Zuniga,2020,CFDE5,Transporte,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDE6,Comunicaciones,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDE7,Turismo,0.00,0.00,
Tlajomulco de Zuniga,2020,CFDE8,"Ciencia, Tecnología e Innovación",58344000.00,75741758.58,
Tlajomulco de Zuniga,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tlajomulco de Zuniga,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tlajomulco de Zuniga,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tlajomulco de Zuniga,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tlajomulco de Zuniga,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tlajomulco de Zuniga,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tlajomulco de Zuniga,2020,CFTOTAL,Total del gasto,2630315339.00,2951359313.94,
Tlalnepantla de Baz,2020,CFG,Gobierno,2430430068.02,2239858851.80,
Tlalnepantla de Baz,2020,CFG1,Legislación,0.00,0.00,
Tlalnepantla de Baz,2020,CFG2,Justicia,0.00,6525533.11,
Tlalnepantla de Baz,2020,CFG3,Coordinación de la Política de Gobierno,7144697.67,325803699.34,
Tlalnepantla de Baz,2020,CFG4,Relaciones Exteriores,355096196.25,6553030.99,
Tlalnepantla de Baz,2020,CFG5,Asuntos Financieros y Hacendarios,8201070.00,1272878411.04,
Tlalnepantla de Baz,2020,CFG6,Seguridad Nacional,1369884202.85,0.00,
Tlalnepantla de Baz,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,626616183.79,567018326.28,
Tlalnepantla de Baz,2020,CFG8,Otros Servicios Generales,63487717.46,61079851.04,
Tlalnepantla de Baz,2020,CFDS,Desarrollo Social,1681941636.78,1463928793.47,
Tlalnepantla de Baz,2020,CFDS1,Protección Ambiental,216065771.61,203325530.98,
Tlalnepantla de Baz,2020,CFDS2,Vivienda y Servicios a la Comunidad,1122943159.56,990608861.72,
Tlalnepantla de Baz,2020,CFDS3,Salud,30626055.47,20373514.86,
Tlalnepantla de Baz,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",154393935.29,135551107.51,
Tlalnepantla de Baz,2020,CFDS5,Educación,142065018.56,101758977.25,
Tlalnepantla de Baz,2020,CFDS6,Protección Social,15847696.29,12310801.15,
Tlalnepantla de Baz,2020,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tlalnepantla de Baz,2020,CFDE,Desarrollo Económico,42763815.75,43798052.04,
Tlalnepantla de Baz,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",7437867.03,6413939.36,
Tlalnepantla de Baz,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tlalnepantla de Baz,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Tlalnepantla de Baz,2020,CFDE4,"Minería, Manufacturas y Construcción",25319594.72,23220420.82,
Tlalnepantla de Baz,2020,CFDE5,Transporte,8519330.00,12794246.76,
Tlalnepantla de Baz,2020,CFDE6,Comunicaciones,1487024.00,0.00,
Tlalnepantla de Baz,2020,CFDE7,Turismo,0.00,1369445.10,
Tlalnepantla de Baz,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tlalnepantla de Baz,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tlalnepantla de Baz,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,293859213.98,240795961.84,
Tlalnepantla de Baz,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,47496628.16,35961724.86,
Tlalnepantla de Baz,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",158276349.00,158362694.15,
Tlalnepantla de Baz,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tlalnepantla de Baz,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,88086236.82,46471542.83,
Tlalnepantla de Baz,2020,CFTOTAL,Total del gasto,4448994734.53,3988381659.15,
San Pedro Tlaquepaque,2020,CFG,Gobierno,1180747693.66,1164778847.59,
San Pedro Tlaquepaque,2020,CFG1,Legislación,95237553.41,46300810.12,
San Pedro Tlaquepaque,2020,CFG2,Justicia,18526807.48,13529572.32,
San Pedro Tlaquepaque,2020,CFG3,Coordinación de la Política de Gobierno,302662261.96,254354291.49,
San Pedro Tlaquepaque,2020,CFG4,Relaciones Exteriores,10443664.50,10975763.18,
San Pedro Tlaquepaque,2020,CFG5,Asuntos Financieros y Hacendarios,199512487.97,242592564.21,
San Pedro Tlaquepaque,2020,CFG6,Seguridad Nacional,0.00,0.00,
San Pedro Tlaquepaque,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,499199856.91,486935809.44,
San Pedro Tlaquepaque,2020,CFG8,Otros Servicios Generales,55165061.43,110090036.83,
San Pedro Tlaquepaque,2020,CFDS,Desarrollo Social,869974419.78,1029086941.18,
San Pedro Tlaquepaque,2020,CFDS1,Protección Ambiental,175531197.14,221341667.97,
San Pedro Tlaquepaque,2020,CFDS2,Vivienda y Servicios a la Comunidad,577398028.28,676122950.38,
San Pedro Tlaquepaque,2020,CFDS3,Salud,63564844.94,74695381.99,
San Pedro Tlaquepaque,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",29895420.98,28920053.29,
San Pedro Tlaquepaque,2020,CFDS5,Educación,12249328.64,13410470.58,
San Pedro Tlaquepaque,2020,CFDS6,Protección Social,11335599.80,14046756.97,
San Pedro Tlaquepaque,2020,CFDS7,Otros Asuntos Sociales,0.00,549660.00,
San Pedro Tlaquepaque,2020,CFDE,Desarrollo Económico,36805181.72,44866261.36,
San Pedro Tlaquepaque,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",29708608.18,34566197.68,
San Pedro Tlaquepaque,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",4056995.17,7093043.26,
San Pedro Tlaquepaque,2020,CFDE3,Combustibles y Energía,0.00,0.00,
San Pedro Tlaquepaque,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
San Pedro Tlaquepaque,2020,CFDE5,Transporte,0.00,0.00,
San Pedro Tlaquepaque,2020,CFDE6,Comunicaciones,0.00,0.00,
San Pedro Tlaquepaque,2020,CFDE7,Turismo,3039578.37,3207020.42,
San Pedro Tlaquepaque,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
San Pedro Tlaquepaque,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
San Pedro Tlaquepaque,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,69629532.23,59257677.60,
San Pedro Tlaquepaque,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,69629532.23,59257677.60,
San Pedro Tlaquepaque,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
San Pedro Tlaquepaque,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
San Pedro Tlaquepaque,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
San Pedro Tlaquepaque,2020,CFTOTAL,Total del gasto,2157156827.39,2297989727.73,
Toluca,2020,CFG,Gobierno,3096101008.87,2498947182.96,
Toluca,2020,CFG1,Legislación,0.00,0.00,
Toluca,2020,CFG2,Justicia,11432991.70,7468576.98,
Toluca,2020,CFG3,Coordinación de la Política de Gobierno,349487952.91,282651273.17,
Toluca,2020,CFG4,Relaciones Exteriores,3465177.00,1500113.00,
Toluca,2020,CFG5,Asuntos Financieros y Hacendarios,1195494062.31,1062948647.07,
Toluca,2020,CFG6,Seguridad Nacional,1394719811.16,0.00,
Toluca,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,141501013.79,1063893163.28,
Toluca,2020,CFG8,Otros Servicios Generales,0.00,80485409.46,
Toluca,2020,CFDS,Desarrollo Social,1478039591.68,855799301.27,
Toluca,2020,CFDS1,Protección Ambiental,266718508.13,198090618.22,
Toluca,2020,CFDS2,Vivienda y Servicios a la Comunidad,970044306.46,536191547.77,
Toluca,2020,CFDS3,Salud,5000000.00,0.00,
Toluca,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",140214546.79,103707600.78,
Toluca,2020,CFDS5,Educación,22839372.93,1296484.36,
Toluca,2020,CFDS6,Protección Social,62628266.56,16513050.14,
Toluca,2020,CFDS7,Otros Asuntos Sociales,10594590.81,0.00,
Toluca,2020,CFDE,Desarrollo Económico,634885397.45,27974440.14,
Toluca,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",32715973.86,4008874.62,
Toluca,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",11002259.39,20937278.49,
Toluca,2020,CFDE3,Combustibles y Energía,4523360.68,0.00,
Toluca,2020,CFDE4,"Minería, Manufacturas y Construcción",1656547.00,2742463.43,
Toluca,2020,CFDE5,Transporte,7527959.00,0.00,
Toluca,2020,CFDE6,Comunicaciones,307200.00,0.00,
Toluca,2020,CFDE7,Turismo,0.00,150834.67,
Toluca,2020,CFDE8,"Ciencia, Tecnología e Innovación",577152097.52,0.00,
Toluca,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,134988.93,
Toluca,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,725856373.91,951931690.67,
Toluca,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,238955096.72,
Toluca,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,441348124.01,
Toluca,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Toluca,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,725856373.91,271628469.94,
Toluca,2020,CFTOTAL,Total del gasto,5934882371.91,4334652615.04,
Tonala,2020,CFG,Gobierno,1333715413.87,1361281566.51,
Tonala,2020,CFG1,Legislación,0.00,0.00,
Tonala,2020,CFG2,Justicia,0.00,0.00,
Tonala,2020,CFG3,Coordinación de la Política de Gobierno,594429265.62,650121391.12,
Tonala,2020,CFG4,Relaciones Exteriores,0.00,0.00,
Tonala,2020,CFG5,Asuntos Financieros y Hacendarios,277174988.00,303143534.73,
Tonala,2020,CFG6,Seguridad Nacional,0.00,0.00,
Tonala,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,15625055.00,13795993.26,
Tonala,2020,CFG8,Otros Servicios Generales,446486105.25,394220647.40,
Tonala,2020,CFDS,Desarrollo Social,177406578.00,176410432.49,
Tonala,2020,CFDS1,Protección Ambiental,0.00,0.00,
Tonala,2020,CFDS2,Vivienda y Servicios a la Comunidad,177406578.00,176410432.49,
Tonala,2020,CFDS3,Salud,0.00,0.00,
Tonala,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,
Tonala,2020,CFDS5,Educación,0.00,0.00,
Tonala,2020,CFDS6,Protección Social,0.00,0.00,
Tonala,2020,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tonala,2020,CFDE,Desarrollo Económico,0.00,0.00,
Tonala,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,
Tonala,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tonala,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Tonala,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Tonala,2020,CFDE5,Transporte,0.00,0.00,
Tonala,2020,CFDE6,Comunicaciones,0.00,0.00,
Tonala,2020,CFDE7,Turismo,0.00,0.00,
Tonala,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tonala,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tonala,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,
Tonala,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,
Tonala,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,
Tonala,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tonala,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,
Tonala,2020,CFTOTAL,Total del gasto,1511121991.87,1537691999.00,
Torreon,2020,CFG,Gobierno,1140789010.70,1169642785.91,
Torreon,2020,CFG1,Legislación,0.00,0.00,
Torreon,2020,CFG2,Justicia,0.00,0.00,
Torreon,2020,CFG3,Coordinación de la Política de Gobierno,182586098.69,271506779.13,
Torreon,2020,CFG4,Relaciones Exteriores,0.00,0.00,
Torreon,2020,CFG5,Asuntos Financieros y Hacendarios,461343460.59,487374407.91,
Torreon,2020,CFG6,Seguridad Nacional,0.00,0.00,
Torreon,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,442235968.80,355734883.02,
Torreon,2020,CFG8,Otros Servicios Generales,54623482.62,55026715.85,
Torreon,2020,CFDS,Desarrollo Social,1212263800.28,1265696139.11,
Torreon,2020,CFDS1,Protección Ambiental,324097683.24,288618937.16,
Torreon,2020,CFDS2,Vivienda y Servicios a la Comunidad,727625975.58,834891716.80,
Torreon,2020,CFDS3,Salud,24665036.64,26750338.23,
Torreon,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",45000000.00,45774779.81,
Torreon,2020,CFDS5,Educación,0.00,0.00,
Torreon,2020,CFDS6,Protección Social,90875104.82,69660367.11,
Torreon,2020,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Torreon,2020,CFDE,Desarrollo Económico,28568042.12,22128894.90,
Torreon,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",28218042.12,21856908.69,
Torreon,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Torreon,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Torreon,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,
Torreon,2020,CFDE5,Transporte,0.00,0.00,
Torreon,2020,CFDE6,Comunicaciones,0.00,0.00,
Torreon,2020,CFDE7,Turismo,350000.00,271986.21,
Torreon,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Torreon,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Torreon,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,308876201.90,318330370.69,
Torreon,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,11576201.90,11576417.32,
Torreon,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",262300000.00,276871973.41,
Torreon,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Torreon,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,35000000.00,29881979.96,
Torreon,2020,CFTOTAL,Total del gasto,2690497055.00,2775798190.61,
Tultitlan,2020,CFG,Gobierno,710663889.33,640720472.81,
Tultitlan,2020,CFG1,Legislación,0.00,0.00,
Tultitlan,2020,CFG2,Justicia,2539445.86,2290546.40,
Tultitlan,2020,CFG3,Coordinación de la Política de Gobierno,141631554.70,107688902.90,
Tultitlan,2020,CFG4,Relaciones Exteriores,3466.00,0.00,
Tultitlan,2020,CFG5,Asuntos Financieros y Hacendarios,330289396.35,324807519.67,
Tultitlan,2020,CFG6,Seguridad Nacional,0.00,0.00,
Tultitlan,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,205753123.89,181950973.51,
Tultitlan,2020,CFG8,Otros Servicios Generales,30446902.53,23982530.33,
Tultitlan,2020,CFDS,Desarrollo Social,539837034.69,581663671.64,
Tultitlan,2020,CFDS1,Protección Ambiental,77035353.49,82614305.25,
Tultitlan,2020,CFDS2,Vivienda y Servicios a la Comunidad,434816189.70,466494175.69,
Tultitlan,2020,CFDS3,Salud,2485007.63,1918591.57,
Tultitlan,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",4661598.02,3567112.26,
Tultitlan,2020,CFDS5,Educación,12010818.09,11004797.18,
Tultitlan,2020,CFDS6,Protección Social,8828067.76,16064689.69,
Tultitlan,2020,CFDS7,Otros Asuntos Sociales,0.00,0.00,
Tultitlan,2020,CFDE,Desarrollo Económico,12691058.38,11731293.56,
Tultitlan,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",7126415.99,6128613.59,
Tultitlan,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,
Tultitlan,2020,CFDE3,Combustibles y Energía,0.00,0.00,
Tultitlan,2020,CFDE4,"Minería, Manufacturas y Construcción",3422050.88,4001160.58,
Tultitlan,2020,CFDE5,Transporte,1777173.66,1540126.66,
Tultitlan,2020,CFDE6,Comunicaciones,0.00,0.00,
Tultitlan,2020,CFDE7,Turismo,365417.85,61392.73,
Tultitlan,2020,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,
Tultitlan,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,
Tultitlan,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,691196329.69,679720115.78,
Tultitlan,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,14057924.27,
Tultitlan,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",-16884127.64,481852719.99,
Tultitlan,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,
Tultitlan,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,-20859728.19,183809471.52,
Tultitlan,2020,CFTOTAL,Total del gasto,1954388312.09,1913835553.79,
Tuxtla Gutierrez,2020,CFG,Gobierno,877415904.10,1030618479.53,
Tuxtla Gutierrez,2020,CFG1,Legislación,34259673.81,38002217.78,
Tuxtla Gutierrez,2020,CFG2,Justicia,4465959.68,4832243.39,
Tuxtla Gutierrez,2020,CFG3,Coordinación de la Política de Gobierno,481070480.03,472048277.29,
Tuxtla Gutierrez,2020,CFG4,Relaciones Exteriores,245282027.72,133817248.89,
Tuxtla Gutierrez,2020,CFG5,Asuntos Financieros y Hacendarios,55541759.18,337340486.17,
Tuxtla Gutierrez,2020,CFG6,Seguridad Nacional,56796003.68,44578006.01,
Tuxtla Gutierrez,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,0.00,0.00,
Tuxtla Gutierrez,2020,CFG8,Otros Servicios Generales,0.00,0.00,
Tuxtla Gutierrez,2020,CFDS,Desarrollo Social,586570447.05,1014418566.27,
Tuxtla Gutierrez,2020,CFDS1,Protección Ambiental,173377276.64,287565465.99,
Tuxtla Gutierrez,2020,CFDS2,Vivienda y Servicios a la Comunidad,246828427.30,537307208.82,
Tuxtla Gutierrez,2020,CFDS3,Salud,162191343.11,164376559.84,
