Municipio,Año,Código,Activo,Concepto,Aprobado,Devengado,Observaciones
Oaxaca de Juarez,2021,CA33,x,SUBDIRECCIÓN DE IMAGEN URBANA Y CONSERVACIÓN,135598787.8,131753265.9,x
Oaxaca de Juarez,2021,CA34,x,SUBDIRECCIÓN DE LIMPIA,221230899.7,270419400.3,x
Oaxaca de Juarez,2021,CA35,x,SUBDIRECCIÓN DE MERCADOS,28578748.37,30605867.54,x
Oaxaca de Juarez,2021,CA36,x,SUBDIRECCIÓN DE CONTROL SANITARIO,11068174.89,11325931.92,x
Oaxaca de Juarez,2021,CA37,x,DIRECCIÓN DE DESARROLLO HUMANO,12190765.22,14447743.71,x
Oaxaca de Juarez,2021,CA38,x,"SUBDIRECCIÓN DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA",16241226.14,17242693.21,x
Oaxaca de Juarez,2021,CA39,x,"SUBDIRECCIÓN DE JUVENTUD, DEPORTE Y RECREACIÓN",2624843.83,2889581.86,x
Oaxaca de Juarez,2021,CA40,x,SUBDIRECCION DE BIENESTAR,2182221.03,1789773.07,x
Oaxaca de Juarez,2021,CA41,x,SUBDIRECCIÓN DE PROYECTOS AGROPECUARIOS URBANOS,924338.14,923341.41,x
Oaxaca de Juarez,2021,CA42,x,"OFICINA DE LA DIRECCIÓN DE SEGURIDAD PÚBLICA, VIALIDAD Y PROTECCIÓN CIUDADANA",194852877,215356895.2,x
Oaxaca de Juarez,2021,CA43,x,SUBDIRECCION TÉCNICA,913977.87,1126052.19,x
Oaxaca de Juarez,2021,CA44,x,SUBDIRECCIÓN DE INTELIGENCIA POLICIAL Y APOYO A LA OPERACIÓN,1086153.92,1145942.81,x
Oaxaca de Juarez,2021,CA45,x,SUBDIRECCIÓN DE PROXIMIDAD SOCIAL,494560.89,3057312.01,x
Oaxaca de Juarez,2021,CA46,x,SUBDIRECCIÓN DE TRÁNSITO Y MOVILIDAD,62876304.07,65792092.3,x
Oaxaca de Juarez,2021,CA47,x,SUBDIRECCIÓN DE PROTECCIÓN CIVIL,5218055.33,6492844.44,x
Oaxaca de Juarez,2021,CA48,x,OFICINA DE LA DIRECCIÓN DE CULTURA Y TURISMO,8951110.03,10158720.89,x
Oaxaca de Juarez,2021,CA49,x,SUBDIRECCIÓN DE CULTURA,5733172.41,4129564.02,x
Oaxaca de Juarez,2021,CA50,x,SUBDIRECCIÓN DE TURISMO,2140596.56,2281018.18,x
Oaxaca de Juarez,2021,CA51,x,OFICINA DE LA DIRECCIÓN DE ADMINISTRACIÓN,118103083.9,65010422.29,x
Oaxaca de Juarez,2021,CA52,x,SUBDIRECCIÓN DE RECURSOS HUMANOS,66432489.12,62082811.08,x
Oaxaca de Juarez,2021,CA53,x,SUBDIRECCIÓN DE RELACIONES LABORALES,12037713.58,41716208.13,x
Oaxaca de Juarez,2021,CA54,x,SUBDIRECCIÓN DE CONTROL DE LA GESTIÓN ADMINISTRATIVA,5335554.95,6491044.9,x
Oaxaca de Juarez,2021,CA55,x,SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,12890986.99,14731997.06,x
Oaxaca de Juarez,2021,CA56,x,SUBDIRECCIÓN DE PATRIMONIO Y MANTENIMIENTO DE BIENES MUEBLES,10432756.14,10625231.66,x
Oaxaca de Juarez,2021,CA57,x,OFICINA DE LA DIRECCIÓN DE ECONOMÍA,4574252.63,6277997.08,x
Oaxaca de Juarez,2021,CA58,x,SUBDIRECCIÓN DE REGULACIÓN DE LA ACTIVIDAD EMPRESARIAL,2192384.69,3486634.4,x
Oaxaca de Juarez,2021,CA59,x,SUBDIRECCIÓN DE PROMOCIÓN Y DESARROLLO EMPRESARIAL,2532768.93,979602.56,x
Oaxaca de Juarez,2021,CA60,x,OFICINA DE LA SECRETARÍA DEL AYUNTAMIENTO,13341537.95,13735815.25,x
Oaxaca de Juarez,2021,CA61,x,SUBDIRECCIÓN DE ACUERDOS DE CABILDO,1229933.91,1927879.14,x
Oaxaca de Juarez,2021,CA62,x,SUBDIRECCIÓN DE ATENCIÓN CIUDADANA,1148242.35,844657.73,x
Oaxaca de Juarez,2021,CA63,x,SUBDIRECCIÓN DE REGLAMENTOS Y NORMATIVIDAD,1144915.15,1437506.69,x
Oaxaca de Juarez,2021,CA64,x,TESORERÍA NORMATIVA,0,0,x
Oaxaca de Juarez,2021,CA65,x,OFICINA DE LA JEFATURA DE LA PRESIDENCIA,2111732.74,1871561.06,x
Oaxaca de Juarez,2021,CA66,x,SUBJEFATURA DE ORGANIZACIÓN,7560.9,0,x
Oaxaca de Juarez,2021,CA67,x,SUBJEFATURA DE MEJORA REGU,45000,0,x
Oaxaca de Juarez,2021,CA68,x,SUBJEFATURA DE ENLACE GUBERNAMENTAL Y ZONA METROPOLITANA,155000,320745.58,x
Oaxaca de Juarez,2021,CA69,x,COORDINACIÓN DE PLANEACIÓN MUNICIPAL,3389693.79,3536050.78,x
Oaxaca de Juarez,2021,CA70,x,SUBCOORDINACIÓN DE PLANEACIÓN,1229714.64,478001.9,x
Oaxaca de Juarez,2021,CA71,x,SUBCOORDINACIÓN DE SEGUIMIENTO Y EVALUACIÓN,1125504.3,363503.66,x
Oaxaca de Juarez,2021,CA72,x,OFICINA DE LA CONSEJERÍA JURÍDICA,9373022.55,10902651.26,x
Oaxaca de Juarez,2021,CA73,x,SUBDIRECCIÓN JURÍDICA,5449695.28,5521154.11,x
Oaxaca de Juarez,2021,CA74,x,OFICINA DE LA COORDINACIÓN EJECUTIVA DE CENTRO HISTÓRICO,4284900.37,5034279.57,x
Oaxaca de Juarez,2021,CA75,x,SUBCOORDINACIÓN DE VINCULACIÓN Y GESTIÓN DEL CENTRO HISTÓRICO,113889.47,23657.08,x
Oaxaca de Juarez,2021,CA76,x,SUBCOORDINACIÓN DE PLANIFICACIÓN DEL CENTRO HISTÓRICO,81479.6,0,x
Oaxaca de Juarez,2021,CA77,x,OFICINA DE LA DIRECCIÓN DE COMUNICACIÓN SOCIAL Y RELACIONES PÚBLICAS,5588652.27,4398273.51,x
Oaxaca de Juarez,2021,CA78,x,SUBDIRECCIÓN DE COMUNICACIÓN,4417652.36,4846253.78,x
Oaxaca de Juarez,2021,CA79,x,SUBDIRECCIÓN DE RELACIONES PÚBLICAS,1394677.05,1196857.19,x
Oaxaca de Juarez,2021,CA80,x,OFICINA DE LA COORDINACIÓN EJECUTIVA DE MERCADO DE ABASTOS,4198126.11,5485916.73,x
Oaxaca de Juarez,2021,CA81,x,OFICINA DE LA DIRECCIÓN DE SISTEMAS DE INFORMACIÓN,4590373.62,4743371.96,x
Oaxaca de Juarez,2021,CA82,x,OFICINA DE LA ALCALDÍA MUNICIPAL,4786985.02,5508880.68,x
Oaxaca de Juarez,2021,CA83,x,OFICINA DEL COMITÉ MUNICIPAL DEL SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,33629991.26,36850479.9,x
Oaxaca de Juarez,2021,CA84,x,OFICINA DEL INSTITUTO MUNICIPAL,8992678.05,11359950.98,x
Oaxaca de Juarez,2021,CA85,x,AGENCIA DE DONAJÍ,553199.46,696778.69,x
Oaxaca de Juarez,2021,CA86,x,AGENCIA DE PUEBLO NUEVO,681954.32,661507.33,x
Oaxaca de Juarez,2021,CA87,x,AGENCIA DE SAN FELIPE DEL AGUA,553199.46,865070.33,x
Oaxaca de Juarez,2021,CA88,x,AGENCIA DE SAN JUAN CHAPULTEPEC,491561.03,590137.49,x
Oaxaca de Juarez,2021,CA89,x,AGENCIA DE TRINIDAD DE VIGUERA,491561.03,443340.17,x
Oaxaca de Juarez,2021,CA90,x,AGENCIA DE SANTA ROSA PANZACOLA,1128159.9,1555697.51,x
Oaxaca de Juarez,2021,CA91,x,AGENCIA DE MONTOYA,491561.03,510936.03,x
Oaxaca de Juarez,2021,CA92,x,AGENCIA DE CANDIANI,491561.03,1043848.32,x
Oaxaca de Juarez,2021,CA93,x,AGENCIA DE CINCO SEÑORES,491561.03,739965.95,x
Oaxaca de Juarez,2021,CA94,x,AGENCIA DE DOLORES,491561.03,421989.65,x
Oaxaca de Juarez,2021,CA95,x,AGENCIA DE GUADALUPE VICTORIA,716819.59,774561,x
Oaxaca de Juarez,2021,CA96,x,AGENCIA DE SAN MARTÍN MEXICAPAM DE CÁRDENAS,849922.99,923452.84,x
Oaxaca de Juarez,2021,CA97,x,AGENCIA DE SAN LUIS BELTRÁN,553215.09,522967.64,x
Oaxaca de Juarez,2021,CA98,x,OFICINA DE LA DIRECCIÓN DE CONTRALORÍA MUNICIPAL,3972624.68,4502995.01,x
Oaxaca de Juarez,2021,CA99,x,"SUBDIRECCIÓN DE AUDITORÍA CONTABLE, FINANCIERA Y SOCIAL",1396621.63,2114249.5,x
Oaxaca de Juarez,2021,CA100,x,SUBDIRECCIÓN DE RESPONSABILIDADES Y SITUACIÓN PATRIMONIAL,1017766.78,1198002.51,x
Oaxaca de Juarez,2021,CA101,x,SUBDIRECCIÓN DE AUDITORÍA A OBRA PÚBLICA Y SUMINISTRO,959240.03,1182339.02,x
Oaxaca de Juarez,2021,CA102,x,OFICINA DE LA UNIDAD DE TRANSPARENCIA,774145.11,1746259.4,x
Oaxaca de Juarez,2021,CATOT,x,Total del gasto,1558315970,1745277395,x
Oaxaca de Juarez,2020,CA1,x,AGENCIA DE CANDIANI,104736.87,314402.85,x
Oaxaca de Juarez,2020,CA2,x,AGENCIA DE CINCO SEÑORES,104736.87,229536.94,x
Oaxaca de Juarez,2020,CA3,x,AGENCIA DE DOLORES,104736.87,106940.88,x
Oaxaca de Juarez,2020,CA4,x,AGENCIA DE DONAJÍ,138290.24,211313.17,x
Oaxaca de Juarez,2020,CA5,x,AGENCIA DE GUADALUPE VICTORIA,189152.8,254722.49,x
Oaxaca de Juarez,2020,CA6,x,AGENCIA DE MONTOYA,104736.87,131836.9,x
Oaxaca de Juarez,2020,CA7,x,AGENCIA DE PUEBLO NUEVO,163424.67,237933.05,x
Oaxaca de Juarez,2020,CA8,x,AGENCIA DE SAN FELIPE DEL AGUA,138290.24,255826,x
Oaxaca de Juarez,2020,CA9,x,AGENCIA DE SAN JUAN CHAPULTEPEC,104736.87,161595.04,x
Oaxaca de Juarez,2020,CA10,x,AGENCIA DE SAN LUIS BELTRÁN,138290.24,136343.75,x
Oaxaca de Juarez,2020,CA11,x,AGENCIA DE SAN MARTÍN MEXICAPAM DE CÁRDENAS,215311.08,236007.53,x
Oaxaca de Juarez,2020,CA12,x,AGENCIA DE SANTA ROSA PANZACOLA,302694.19,382015.27,x
Oaxaca de Juarez,2020,CA13,x,AGENCIA DE TRINIDAD DE VIGUERA,104736.87,137931.75,x
Oaxaca de Juarez,2020,CA14,x,ALCALDÍA MUNICIPAL,1574537.22,1589377.14,x
Oaxaca de Juarez,2020,CA15,x,COMITÉ MUNICIPAL DEL SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,7610816.98,10713391.2,x
Oaxaca de Juarez,2020,CA16,x,CONSEJERÍA JURÍDICA,2976374.77,3671884.49,x
Oaxaca de Juarez,2020,CA17,x,COORDINACIÓN DE PLANEACIÓN MUNICIPAL,1164378.24,1185330.87,x
Oaxaca de Juarez,2020,CA18,x,COORDINACIÓN EJECUTIVA DE CENTRO HISTÓRICO,536799.18,1317617.75,x
Oaxaca de Juarez,2020,CA19,x,COORDINACIÓN EJECUTIVA DE MERCADO DE ABASTOS,1139418.89,977356.58,x
Oaxaca de Juarez,2020,CA20,x,DIRECCIÓN DE ADMINISTRACIÓN,14186451.86,10131317.73,x
Oaxaca de Juarez,2020,CA21,x,DIRECCIÓN DE COMUNICACIÓN SOCIAL Y RELACIONES PÚBLICAS,3888587.71,762983.1,x
Oaxaca de Juarez,2020,CA22,x,DIRECCIÓN DE CONTRALORÍA MUNICIPAL,1427429.65,1026573.07,x
Oaxaca de Juarez,2020,CA23,x,DIRECCIÓN DE CULTURA Y TURISMO,2815003.5,3018253.43,x
Oaxaca de Juarez,2020,CA24,x,DIRECCIÓN DE DESARROLLO HUMANO,3794055.15,4293870.37,x
Oaxaca de Juarez,2020,CA25,x,"DIRECCIÓN DE DESARROLLO URBANO, OBRAS PÚBLICAS Y MEDIO AMBIENTE",7663777.28,7538571.63,x
Oaxaca de Juarez,2020,CA26,x,DIRECCIÓN DE ECONOMÍA,682800.48,745162.12,x
Oaxaca de Juarez,2020,CA27,x,DIRECCIÓN DE GOBIERNO,2717535.29,3696518.66,x
Oaxaca de Juarez,2020,CA28,x,"DIRECCIÓN DE SEGURIDAD PÚBLICA, VIALIDAD Y PROTECCIÓN CIUDADANA",53115612.84,74383311.05,x
Oaxaca de Juarez,2020,CA29,x,DIRECCIÓN DE SERVICIOS MUNICIPALES,10767740.03,5358056.22,x
Oaxaca de Juarez,2020,CA30,x,DIRECCIÓN DE SISTEMAS DE INFORMACIÓN,1456726.72,1507191.06,x
Oaxaca de Juarez,2020,CA31,x,HONORABLE AYUNTAMIENTO,20785408.2,30325513.35,x
Oaxaca de Juarez,2020,CA32,x,INSTITUTO MUNICIPAL DE LA MUJER,2788530.48,3318020.87,x
Oaxaca de Juarez,2020,CA33,x,JEFATURA DE LA OFICINA DE LA PRESIDENCIA,695757.87,1250374.46,x
Oaxaca de Juarez,2020,CA34,x,SECRETARÍA DEL AYUNTAMIENTO,3867508.89,4663145.84,x
Oaxaca de Juarez,2020,CA35,x,SUBCOORDINACIÓN DE PLANEACIÓN,398927.45,383006.43,x
Oaxaca de Juarez,2020,CA36,x,SUBCOORDINACIÓN DE PLANIFICACIÓN DEL CENTRO HISTÓRICO,115353.98,0,x
Oaxaca de Juarez,2020,CA37,x,SUBCOORDINACIÓN DE SEGUIMIENTO Y EVALUACIÓN,391136.47,315922.81,x
Oaxaca de Juarez,2020,CA38,x,SUBCOORDINACIÓN DE VINCULACIÓN Y GESTIÓN DEL CENTRO HISTÓRICO,110296.57,0,x
Oaxaca de Juarez,2020,CA39,x,SUBDIRECCIÓN DE ACUERDOS DE CABILDO,509788.43,552925.01,x
Oaxaca de Juarez,2020,CA40,x,SUBDIRECCIÓN DE AGENCIAS Y COLONIAS,858629.69,763392.55,x
Oaxaca de Juarez,2020,CA41,x,SUBDIRECCIÓN DE ATENCIÓN CIUDADANA,377113.83,560622.97,x
Oaxaca de Juarez,2020,CA42,x,SUBDIRECCIÓN DE AUDITORÍA A OBRA PÚBLICA Y SUMINISTRO,297460.06,297169.78,x
Oaxaca de Juarez,2020,CA43,x,"SUBDIRECCIÓN DE AUDITORÍA CONTABLE, FINANCIERA Y SOCIAL",418049.92,567696.21,x
Oaxaca de Juarez,2020,CA44,x,SUBDIRECCION DE BIENESTAR,406510.56,924472.35,x
Oaxaca de Juarez,2020,CA45,x,SUBDIRECCIÓN DE CENTRO HISTÓRICO Y PATRIMONIO MUNDIAL,852420.29,818345.51,x
Oaxaca de Juarez,2020,CA46,x,SUBDIRECCIÓN DE COMUNICACIÓN,1397737.75,1490413.18,x
Oaxaca de Juarez,2020,CA47,x,SUBDIRECCIÓN DE CONSTRUCCIÓN DE OBRA PÚBLICA,21435472.69,15811223.71,x
Oaxaca de Juarez,2020,CA48,x,SUBDIRECCIÓN DE CONTABILIDAD,830605.9,914558.09,x
Oaxaca de Juarez,2020,CA49,x,SUBDIRECCIÓN DE CONTROL DE LA GESTIÓN ADMINISTRATIVA,1610444.44,1968890.41,x
Oaxaca de Juarez,2020,CA50,x,SUBDIRECCIÓN DE CONTROL SANITARIO,3145370.59,3420220.5,x
Oaxaca de Juarez,2020,CA51,x,SUBDIRECCIÓN DE CULTURA,4478348.97,1492221.71,x
Oaxaca de Juarez,2020,CA52,x,"SUBDIRECCIÓN DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA",5234088.63,5642815.66,x
Oaxaca de Juarez,2020,CA53,x,SUBDIRECCIÓN DE EGRESOS Y CONTROL PRESUPUESTAL,11763686.85,7405272.21,x
Oaxaca de Juarez,2020,CA54,x,SUBDIRECCIÓN DE GESTIÓN FINANCIERA,250100.67,234897.82,x
Oaxaca de Juarez,2020,CA55,x,SUBDIRECCIÓN DE GOBIERNO,693835.65,739808.32,x
Oaxaca de Juarez,2020,CA56,x,SUBDIRECCIÓN DE IMAGEN URBANA Y CONSERVACIÓN,23579799.37,51051178.66,x
Oaxaca de Juarez,2020,CA57,x,SUBDIRECCIÓN DE INGRESOS,6209775.74,6758156.5,x
Oaxaca de Juarez,2020,CA58,x,SUBDIRECCIÓN DE INTELIGENCIA POLICIAL Y APOYO A LA OPERACIÓN,356836.48,352546.67,x
Oaxaca de Juarez,2020,CA59,x,"SUBDIRECCIÓN DE JUVENTUD, DEPORTE Y RECREACIÓN",757112.59,907279.62,x
Oaxaca de Juarez,2020,CA60,x,SUBDIRECCIÓN DE LIMPIA,57654558.72,64632275.89,x
Oaxaca de Juarez,2020,CA61,x,SUBDIRECCIÓN DE MEDIO AMBIENTE,1543127.04,1551649.66,x
Oaxaca de Juarez,2020,CA62,x,SUBDIRECCIÓN DE MERCADOS,9103937.01,10494897.59,x
Oaxaca de Juarez,2020,CA63,x,SUBDIRECCIÓN DE PATRIMONIO Y MANTENIMIENTO DE BIENES MUEBLES,1734920.27,2064156.68,x
Oaxaca de Juarez,2020,CA64,x,SUBDIRECCIÓN DE PLANEACIÓN URBANA Y LICENCIAS,3147193.46,3233432.33,x
Oaxaca de Juarez,2020,CA65,x,SUBDIRECCIÓN DE PROMOCIÓN Y DESARROLLO EMPRESARIAL,333474.84,289108.16,x
Oaxaca de Juarez,2020,CA66,x,SUBDIRECCIÓN DE PROTECCIÓN CIVIL,1852496.18,2048146.49,x
Oaxaca de Juarez,2020,CA67,x,SUBDIRECCIÓN DE PROXIMIDAD SOCIAL,217530.45,2905913.97,x
Oaxaca de Juarez,2020,CA68,x,SUBDIRECCIÓN DE PROYECTOS AGROPECUARIOS URBANOS,242823.77,204879.61,x
Oaxaca de Juarez,2020,CA69,x,SUBDIRECCIÓN DE PROYECTOS Y LICITACIONES DE OBRA PÚBLICA,3892737.68,4304736.88,x
Oaxaca de Juarez,2020,CA70,x,SUBDIRECCIÓN DE RECURSOS HUMANOS,23295627.19,24812649.44,x
Oaxaca de Juarez,2020,CA71,x,SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,3789019.96,4998355.53,x
Oaxaca de Juarez,2020,CA72,x,SUBDIRECCIÓN DE REGLAMENTOS Y NORMATIVIDAD,372438.27,380303.5,x
Oaxaca de Juarez,2020,CA73,x,SUBDIRECCIÓN DE REGULACIÓN DE LA ACTIVIDAD EMPRESARIAL,1451871.01,1789011.44,x
Oaxaca de Juarez,2020,CA74,x,SUBDIRECCIÓN DE REGULACIÓN DE LA ACTIVIDAD EN VÍA PÚBLICA,56449.91,6978.15,x
Oaxaca de Juarez,2020,CA75,x,SUBDIRECCIÓN DE RELACIONES LABORALES,16876008.47,15573381.4,x
Oaxaca de Juarez,2020,CA76,x,SUBDIRECCIÓN DE RELACIONES PÚBLICAS,551785.68,390596.61,x
Oaxaca de Juarez,2020,CA77,x,SUBDIRECCIÓN DE RESPONSABILIDADES Y SITUACIÓN PATRIMONIAL,298587.86,308176.93,x
Oaxaca de Juarez,2020,CA78,x,SUBDIRECCIÓN DE TRÁNSITO Y MOVILIDAD,21752067.51,22998281.58,x
Oaxaca de Juarez,2020,CA79,x,SUBDIRECCIÓN DE TURISMO,560134.49,722175.18,x
Oaxaca de Juarez,2020,CA80,x,SUBDIRECCIÓN JURÍDICA,899809.11,1427129.21,x
Oaxaca de Juarez,2020,CA81,x,SUBDIRECCION TÉCNICA,287785.2,352149.21,x
Oaxaca de Juarez,2020,CA82,x,SUBJEFATURA DE ENLACE GUBERNAMENTAL Y ZONA METROPOLITANA,0,224631.62,x
Oaxaca de Juarez,2020,CA83,x,TESORERÍA MUNICIPAL,6313390.9,13964561.83,x
Oaxaca de Juarez,2020,CA84,x,TESORERÍA NORMATIVA,0,0,x
Oaxaca de Juarez,2020,CA85,x,UNIDAD DE TRANSPARENCIA,150004.74,227446.57,x
Oaxaca de Juarez,2020,CATOT,x,Total del gasto,390425809.2,457548288.8,x
Oaxaca de Juarez,2019,CA1,x,PRESIDENCIA MUNICIPAL,23585038.02,24921444.27,x
Oaxaca de Juarez,2019,CA2,x,SINDICATURAS,3288153.66,9597515.23,x
Oaxaca de Juarez,2019,CA3,x,REGIDURÍAS,35313458.01,54527378.56,x
Oaxaca de Juarez,2019,CA4,x,DIRECCIÓN DE GOBIERNO,8460624.03,9532126.27,x
Oaxaca de Juarez,2019,CA5,x,SUBDIRECCIÓN DE GOBIERNO,2587676.42,2489323.72,x
Oaxaca de Juarez,2019,CA6,x,SUBDIRECCIÓN DE AGENCIAS Y COLONIAS,3663585.67,3325285.82,x
Oaxaca de Juarez,2019,CA7,x,TESORERÍA,139988064.9,82466115.88,x
Oaxaca de Juarez,2019,CA8,x,SUBDIRECCIÓN DE INGRESOS,25941412.25,27374930.16,x
Oaxaca de Juarez,2019,CA9,x,SUBDIRECCIÓN DE GESTIÓN FINANCIERA,7947429.64,2491606.41,x
Oaxaca de Juarez,2019,CA10,x,SUBDIRECCIÓN DE EGRESOS Y CONTROL PRESUPUESTAL,5454667.91,32277389.38,x
Oaxaca de Juarez,2019,CA11,x,SUBDIRECCIÓN DE CONTABILIDAD,2967405.74,3525106.24,x
Oaxaca de Juarez,2019,CA12,x,"DIRECCIÓN DE DESARROLLO URBANO, OBRAS PÚBLICAS Y MEDIO AMBIENTE",35293425.83,29623155.85,x
Oaxaca de Juarez,2019,CA13,x,SUBDIRECCIÓN DE PLANEACIÓN URBANA Y LICENCIAS,9723827.29,9886459.95,x
Oaxaca de Juarez,2019,CA14,x,SUBDIRECCIÓN DE CENTRO HISTÓRICO Y PATRIMONIO MUNDIAL,3190031.56,4707867.26,x
Oaxaca de Juarez,2019,CA15,x,SUBDIRECCIÓN DE MEDIO AMBIENTE,4558905.89,5378330.04,x
Oaxaca de Juarez,2019,CA16,x,SUBDIRECCIÓN DE PROYECTOS Y LICITACIONES DE OBRA PÚBLICA,13247024.56,12481580.9,x
Oaxaca de Juarez,2019,CA17,x,SUBDIRECCIÓN DE CONSTRUCCIÓN DE OBRA PÚBLICA,145253834.4,139946606.3,x
Oaxaca de Juarez,2019,CA18,x,DIRECCIÓN DE SERVICIOS MUNICIPALES,21800256.71,58247469.8,x
Oaxaca de Juarez,2019,CA19,x,SUBDIRECCIÓN DE IMAGEN URBANA Y CONSERVACIÓN,119790510.5,145863480.7,x
Oaxaca de Juarez,2019,CA20,x,SUBDIRECCIÓN DE LIMPIA,167959851.8,185146071,x
Oaxaca de Juarez,2019,CA21,x,SUBDIRECCIÓN DE MERCADOS,27960604.86,30582331.46,x
Oaxaca de Juarez,2019,CA22,x,SUBDIRECCIÓN DE CONTROL SANITARIO,10911004.06,10909546.6,x
Oaxaca de Juarez,2019,CA23,x,DIRECCIÓN DE DESARROLLO HUMANO,10051408.78,12963961.53,x
Oaxaca de Juarez,2019,CA24,x,"SUBDIRECCIÓN DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA",16687728.82,18453751.84,x
Oaxaca de Juarez,2019,CA25,x,"SUBDIRECCIÓN DE JUVENTUD, DEPORTE Y RECREACIÓN",1093870.74,2888604.48,x
Oaxaca de Juarez,2019,CA26,x,SUBDIRECCION DE BIENESTAR,1922151.75,1407529.31,x
Oaxaca de Juarez,2019,CA27,x,SUBDIRECCIÓN DE PROYECTOS AGROPECUARIOS URBANOS,5700303.53,2070273.01,x
Oaxaca de Juarez,2019,CA28,x,"DIRECCIÓN DE SEGURIDAD PÚBLICA, VIALIDAD Y PROTECCIÓN CIUDADANA",12747067.22,228674196.1,x
Oaxaca de Juarez,2019,CA29,x,SUBDIRECCIÓN DE TECNOLOGÍAS PARA LA PREVENCIÓN Y ATENCIÓN AL DELITO,515000,1077260.98,x
Oaxaca de Juarez,2019,CA30,x,SUBDIRECCIÓN DE INVESTIGACIÓN Y ANÁLISIS ESTRATÉGICO DE SEGURIDAD,6361048.48,1153513.09,x
Oaxaca de Juarez,2019,CA31,x,SUBDIRECCIÓN DE PROXIMIDAD SOCIAL,165561990.6,4432099.61,x
Oaxaca de Juarez,2019,CA32,x,SUBDIRECCIÓN DE TRÁNSITO Y MOVILIDAD,66170355.6,70852183.34,x
Oaxaca de Juarez,2019,CA33,x,SUBDIRECCIÓN DE PROTECCIÓN CIVIL,5258034.2,6498046.95,x
Oaxaca de Juarez,2019,CA34,x,DIRECCIÓN DE CULTURA Y TURISMO,19405661.11,14620431.7,x
Oaxaca de Juarez,2019,CA35,x,SUBDIRECCIÓN DE CULTURA,6794811.7,9959436.38,x
Oaxaca de Juarez,2019,CA36,x,SUBDIRECCIÓN DE TURISMO,3380224.69,3586967.84,x
Oaxaca de Juarez,2019,CA37,x,DIRECCIÓN DE ADMINISTRACIÓN,2077221.97,46655600.47,x
Oaxaca de Juarez,2019,CA38,x,SUBDIRECCIÓN DE RECURSOS HUMANOS,73443164.65,65599023.25,x
Oaxaca de Juarez,2019,CA39,x,SUBDIRECCIÓN DE RELACIONES LABORALES,30342199.06,20605359.26,x
Oaxaca de Juarez,2019,CA40,x,SUBDIRECCIÓN DE MODERNIZACIÓN ADMINISTRATIVA,9176569.86,1402667.8,x
Oaxaca de Juarez,2019,CA41,x,SUBDIRECCIÓN DE CONTROL DE LA GESTIÓN ADMINISTRATIVA,111374.66,6567429.85,x
Oaxaca de Juarez,2019,CA42,x,SUBDIRECCIÓN DE RECURSOS MATERIALES Y SERVICIOS GENERALES,11585234.83,26609870.25,x
Oaxaca de Juarez,2019,CA43,x,SUBDIRECCIÓN DE PATRIMONIO Y MANTENIMIENTO DE BIENES MUEBLES,10538943.89,12908569.59,x
Oaxaca de Juarez,2019,CA44,x,DIRECCIÓN DE ECONOMÍA,7786822.37,8573075.69,x
Oaxaca de Juarez,2019,CA45,x,SUBDIRECCIÓN DE NORMATIVIDAD Y REGULACIÓN DE LA ACTIVIDAD EMPRESARIAL,1057576.35,3592356.98,x
Oaxaca de Juarez,2019,CA46,x,SUBDIRECCIÓN DE PROMOCIÓN Y DESARROLLO EMPRESARIAL,1180609.13,1410754.52,x
Oaxaca de Juarez,2019,CA47,x,SECRETARÍA DEL AYUNTAMIENTO,26376356.06,13154063.35,x
Oaxaca de Juarez,2019,CA48,x,SUBDIRECCIÓN DE ACUERDOS DE CABILDO,5273556.13,1883381.62,x
Oaxaca de Juarez,2019,CA49,x,SUBDIRECCIÓN DE ATENCIÓN CIUDADANA,955948.97,1618083.66,x
Oaxaca de Juarez,2019,CA50,x,SUBDIRECCIÓN DE REGLAMENTOS Y NORMATIVIDAD,2456944.83,1434267.03,x
Oaxaca de Juarez,2019,CA51,x,DIRECCIÓN DE PLANEACIÓN Y PROYECTOS,8061748.23,7908569.73,x
Oaxaca de Juarez,2019,CA52,x,SUBDIRECCIÓN DE PLANEACIÓN,1208102.18,1438777.23,x
Oaxaca de Juarez,2019,CA53,x,SUBDIRECCIÓN DE SEGUIMIENTO Y EVALUACIÓN,265617.47,1205158.52,x
Oaxaca de Juarez,2019,CA54,x,CONSEJERÍA JURÍDICA,12063664.07,11308158.81,x
Oaxaca de Juarez,2019,CA55,x,SUBDIRECCIÓN JURÍDICA,336086.12,5355788.75,x
Oaxaca de Juarez,2019,CA56,x,DIRECCIÓN DE CONTRALORÍA,4050947.82,4080220.93,x
Oaxaca de Juarez,2019,CA57,x,"SUBDIRECCIÓN DE AUDITORÍA CONTABLE, FINANCIERA Y SOCIAL",1609459.89,2911817.36,x
Oaxaca de Juarez,2019,CA58,x,SUBDIRECCIÓN DE RESPONSABILIDADES Y SITUACIÓN PATRIMONIAL,1009170.77,1401644.11,x
